participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.exclude_from_data_analysis,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,player.id_in_group,player.treatment,player.contribution,player.signal,player.round_points,player.points,player.payoff,group.id_in_subsession,group.total_contribution,group.individual_share,group.efficiency_rate,subsession.round_number,subsession.paying_game,subsession.game_number,subsession.game_round,subsession.mpcr_order,subsession.variable_mpcr_game,subsession.fixed_mpcr_game,subsession.treatment,subsession.app_label,session.code,session.label,session.experimenter_name,session.time_scheduled,session.time_started,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
11,wraycnx1,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.444998+00:00,0,1,,,3,2,6.00,1.05,24.90,24.90,1.25,3,22.00,20.90,0.95,1,1,1,1,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
12,5ue29gqj,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.479539+00:00,0,1,,,4,2,6.00,0.75,24.90,24.90,1.25,3,22.00,20.90,0.95,1,1,1,1,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
13,hnqwdt2p,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.515952+00:00,0,1,,,1,2,8.00,0.85,21.00,21.00,1.05,4,20.00,19.00,0.95,1,1,1,1,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
14,g7asyrcf,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.554419+00:00,0,1,,,2,2,8.00,1.15,21.00,21.00,1.05,4,20.00,19.00,0.95,1,1,1,1,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
15,uroq9wf2,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.587083+00:00,0,1,,,3,2,4.00,1.05,25.00,25.00,1.25,4,20.00,19.00,0.95,1,1,1,1,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
16,rdvub7vq,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.625522+00:00,0,1,,,4,2,0.00,0.95,29.00,29.00,1.45,4,20.00,19.00,0.95,1,1,1,1,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
1,8ipg16a0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.004339+00:00,0,1,,,1,2,6.00,1.15,12.55,12.55,0.63,1,9.00,8.55,0.95,2,1,1,2,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
2,z9p4rgyg,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.101762+00:00,0,1,,,2,2,1.00,0.75,17.55,17.55,0.88,1,9.00,8.55,0.95,2,1,1,2,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
3,6k44e0at,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.140131+00:00,0,1,,,3,2,2.00,0.75,16.55,16.55,0.83,1,9.00,8.55,0.95,2,1,1,2,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
4,563ccush,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.173845+00:00,0,1,,,4,2,0.00,0.75,18.55,18.55,0.93,1,9.00,8.55,0.95,2,1,1,2,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
5,xikdd9ko,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.213855+00:00,0,1,,,1,2,5.00,0.75,27.80,27.80,1.39,2,24.00,22.80,0.95,2,1,1,2,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
6,81442h6q,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.251339+00:00,0,1,,,2,2,9.00,0.95,23.80,23.80,1.19,2,24.00,22.80,0.95,2,1,1,2,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
7,fhe3kfbp,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.288277+00:00,0,1,,,3,2,5.00,1.05,27.80,27.80,1.39,2,24.00,22.80,0.95,2,1,1,2,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
8,yunn6aiv,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.326159+00:00,0,1,,,4,2,5.00,1.15,27.80,27.80,1.39,2,24.00,22.80,0.95,2,1,1,2,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
9,0wuli0er,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.362396+00:00,0,1,,,1,2,10.00,1.15,23.75,23.75,1.19,3,25.00,23.75,0.95,2,1,1,2,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
10,mf73bp7p,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.403127+00:00,0,1,,,2,2,5.00,0.85,28.75,28.75,1.44,3,25.00,23.75,0.95,2,1,1,2,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
11,wraycnx1,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.444998+00:00,0,1,,,3,2,2.00,1.05,31.75,31.75,1.59,3,25.00,23.75,0.95,2,1,1,2,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
12,5ue29gqj,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.479539+00:00,0,1,,,4,2,8.00,0.75,25.75,25.75,1.29,3,25.00,23.75,0.95,2,1,1,2,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
13,hnqwdt2p,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.515952+00:00,0,1,,,1,2,6.00,0.85,21.10,21.10,1.06,4,18.00,17.10,0.95,2,1,1,2,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
14,g7asyrcf,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.554419+00:00,0,1,,,2,2,5.00,1.15,22.10,22.10,1.11,4,18.00,17.10,0.95,2,1,1,2,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
15,uroq9wf2,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.587083+00:00,0,1,,,3,2,4.00,1.05,23.10,23.10,1.16,4,18.00,17.10,0.95,2,1,1,2,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
16,rdvub7vq,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.625522+00:00,0,1,,,4,2,3.00,0.95,24.10,24.10,1.21,4,18.00,17.10,0.95,2,1,1,2,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
1,8ipg16a0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.004339+00:00,0,1,,,1,2,0.00,1.15,21.40,21.40,1.07,1,12.00,11.40,0.95,3,1,1,3,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
2,z9p4rgyg,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.101762+00:00,0,1,,,2,2,6.00,0.75,15.40,15.40,0.77,1,12.00,11.40,0.95,3,1,1,3,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
3,6k44e0at,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.140131+00:00,0,1,,,3,2,0.00,0.75,21.40,21.40,1.07,1,12.00,11.40,0.95,3,1,1,3,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
4,563ccush,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.173845+00:00,0,1,,,4,2,6.00,0.75,15.40,15.40,0.77,1,12.00,11.40,0.95,3,1,1,3,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
5,xikdd9ko,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.213855+00:00,0,1,,,1,2,3.00,0.75,25.05,25.05,1.25,2,19.00,18.05,0.95,3,1,1,3,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
6,81442h6q,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.251339+00:00,0,1,,,2,2,5.00,0.95,23.05,23.05,1.15,2,19.00,18.05,0.95,3,1,1,3,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
7,fhe3kfbp,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.288277+00:00,0,1,,,3,2,10.00,1.05,18.05,18.05,0.90,2,19.00,18.05,0.95,3,1,1,3,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
8,yunn6aiv,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.326159+00:00,0,1,,,4,2,1.00,1.15,27.05,27.05,1.35,2,19.00,18.05,0.95,3,1,1,3,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
9,0wuli0er,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.362396+00:00,0,1,,,1,2,7.00,1.15,22.95,22.95,1.15,3,21.00,19.95,0.95,3,1,1,3,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
10,mf73bp7p,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.403127+00:00,0,1,,,2,2,5.00,0.85,24.95,24.95,1.25,3,21.00,19.95,0.95,3,1,1,3,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
11,wraycnx1,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.444998+00:00,0,1,,,3,2,2.00,1.05,27.95,27.95,1.40,3,21.00,19.95,0.95,3,1,1,3,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
12,5ue29gqj,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.479539+00:00,0,1,,,4,2,7.00,0.75,22.95,22.95,1.15,3,21.00,19.95,0.95,3,1,1,3,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
13,hnqwdt2p,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.515952+00:00,0,1,,,1,2,7.00,0.85,17.25,17.25,0.86,4,15.00,14.25,0.95,3,1,1,3,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
14,g7asyrcf,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.554419+00:00,0,1,,,2,2,1.00,1.15,23.25,23.25,1.16,4,15.00,14.25,0.95,3,1,1,3,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
15,uroq9wf2,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.587083+00:00,0,1,,,3,2,2.00,1.05,22.25,22.25,1.11,4,15.00,14.25,0.95,3,1,1,3,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
16,rdvub7vq,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.625522+00:00,0,1,,,4,2,5.00,0.95,19.25,19.25,0.96,4,15.00,14.25,0.95,3,1,1,3,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
1,8ipg16a0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.004339+00:00,0,1,,,1,2,9.00,1.15,22.85,22.85,1.14,1,23.00,21.85,0.95,4,1,1,4,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
2,z9p4rgyg,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.101762+00:00,0,1,,,2,2,5.00,0.75,26.85,26.85,1.34,1,23.00,21.85,0.95,4,1,1,4,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
3,6k44e0at,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.140131+00:00,0,1,,,3,2,7.00,0.75,24.85,24.85,1.24,1,23.00,21.85,0.95,4,1,1,4,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
4,563ccush,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.173845+00:00,0,1,,,4,2,2.00,0.75,29.85,29.85,1.49,1,23.00,21.85,0.95,4,1,1,4,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
5,xikdd9ko,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.213855+00:00,0,1,,,1,2,4.00,0.75,24.05,24.05,1.20,2,19.00,18.05,0.95,4,1,1,4,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
6,81442h6q,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.251339+00:00,0,1,,,2,2,0.00,0.95,28.05,28.05,1.40,2,19.00,18.05,0.95,4,1,1,4,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
7,fhe3kfbp,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.288277+00:00,0,1,,,3,2,5.00,1.05,23.05,23.05,1.15,2,19.00,18.05,0.95,4,1,1,4,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
8,yunn6aiv,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.326159+00:00,0,1,,,4,2,10.00,1.15,18.05,18.05,0.90,2,19.00,18.05,0.95,4,1,1,4,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
9,0wuli0er,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.362396+00:00,0,1,,,1,2,8.00,1.15,26.70,26.70,1.34,3,26.00,24.70,0.95,4,1,1,4,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
10,mf73bp7p,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.403127+00:00,0,1,,,2,2,7.00,0.85,27.70,27.70,1.39,3,26.00,24.70,0.95,4,1,1,4,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
11,wraycnx1,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.444998+00:00,0,1,,,3,2,8.00,1.05,26.70,26.70,1.34,3,26.00,24.70,0.95,4,1,1,4,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
12,5ue29gqj,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.479539+00:00,0,1,,,4,2,3.00,0.75,31.70,31.70,1.59,3,26.00,24.70,0.95,4,1,1,4,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
13,hnqwdt2p,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.515952+00:00,0,1,,,1,2,5.00,0.85,30.65,30.65,1.53,4,27.00,25.65,0.95,4,1,1,4,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
14,g7asyrcf,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.554419+00:00,0,1,,,2,2,7.00,1.15,28.65,28.65,1.43,4,27.00,25.65,0.95,4,1,1,4,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
15,uroq9wf2,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.587083+00:00,0,1,,,3,2,8.00,1.05,27.65,27.65,1.38,4,27.00,25.65,0.95,4,1,1,4,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
16,rdvub7vq,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.625522+00:00,0,1,,,4,2,7.00,0.95,28.65,28.65,1.43,4,27.00,25.65,0.95,4,1,1,4,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
1,8ipg16a0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.004339+00:00,0,1,,,1,2,5.00,1.15,26.85,26.85,1.34,1,23.00,21.85,0.95,5,1,1,5,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
2,z9p4rgyg,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.101762+00:00,0,1,,,2,2,6.00,0.75,25.85,25.85,1.29,1,23.00,21.85,0.95,5,1,1,5,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
3,6k44e0at,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.140131+00:00,0,1,,,3,2,7.00,0.75,24.85,24.85,1.24,1,23.00,21.85,0.95,5,1,1,5,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
4,563ccush,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.173845+00:00,0,1,,,4,2,5.00,0.75,26.85,26.85,1.34,1,23.00,21.85,0.95,5,1,1,5,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
5,xikdd9ko,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.213855+00:00,0,1,,,1,2,8.00,0.75,20.05,20.05,1.00,2,19.00,18.05,0.95,5,1,1,5,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
6,81442h6q,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.251339+00:00,0,1,,,2,2,6.00,0.95,22.05,22.05,1.10,2,19.00,18.05,0.95,5,1,1,5,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
7,fhe3kfbp,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.288277+00:00,0,1,,,3,2,5.00,1.05,23.05,23.05,1.15,2,19.00,18.05,0.95,5,1,1,5,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
8,yunn6aiv,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.326159+00:00,0,1,,,4,2,0.00,1.15,28.05,28.05,1.40,2,19.00,18.05,0.95,5,1,1,5,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
9,0wuli0er,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.362396+00:00,0,1,,,1,2,6.00,1.15,23.95,23.95,1.20,3,21.00,19.95,0.95,5,1,1,5,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
10,mf73bp7p,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.403127+00:00,0,1,,,2,2,9.00,0.85,20.95,20.95,1.05,3,21.00,19.95,0.95,5,1,1,5,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
11,wraycnx1,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.444998+00:00,0,1,,,3,2,3.00,1.05,26.95,26.95,1.35,3,21.00,19.95,0.95,5,1,1,5,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
12,5ue29gqj,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.479539+00:00,0,1,,,4,2,3.00,0.75,26.95,26.95,1.35,3,21.00,19.95,0.95,5,1,1,5,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
13,hnqwdt2p,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.515952+00:00,0,1,,,1,2,4.00,0.85,32.60,32.60,1.63,4,28.00,26.60,0.95,5,1,1,5,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
14,g7asyrcf,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.554419+00:00,0,1,,,2,2,9.00,1.15,27.60,27.60,1.38,4,28.00,26.60,0.95,5,1,1,5,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
15,uroq9wf2,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.587083+00:00,0,1,,,3,2,10.00,1.05,26.60,26.60,1.33,4,28.00,26.60,0.95,5,1,1,5,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
16,rdvub7vq,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.625522+00:00,0,1,,,4,2,5.00,0.95,31.60,31.60,1.58,4,28.00,26.60,0.95,5,1,1,5,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
1,8ipg16a0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.004339+00:00,0,1,,,1,2,0.00,1.15,21.40,21.40,1.07,1,12.00,11.40,0.95,6,1,1,6,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
2,z9p4rgyg,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.101762+00:00,0,1,,,2,2,9.00,0.75,12.40,12.40,0.62,1,12.00,11.40,0.95,6,1,1,6,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
3,6k44e0at,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.140131+00:00,0,1,,,3,2,1.00,0.75,20.40,20.40,1.02,1,12.00,11.40,0.95,6,1,1,6,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
4,563ccush,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.173845+00:00,0,1,,,4,2,2.00,0.75,19.40,19.40,0.97,1,12.00,11.40,0.95,6,1,1,6,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
5,xikdd9ko,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.213855+00:00,0,1,,,1,2,7.00,0.75,27.70,27.70,1.39,2,26.00,24.70,0.95,6,1,1,6,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
6,81442h6q,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.251339+00:00,0,1,,,2,2,5.00,0.95,29.70,29.70,1.49,2,26.00,24.70,0.95,6,1,1,6,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
7,fhe3kfbp,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.288277+00:00,0,1,,,3,2,9.00,1.05,25.70,25.70,1.29,2,26.00,24.70,0.95,6,1,1,6,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
8,yunn6aiv,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.326159+00:00,0,1,,,4,2,5.00,1.15,29.70,29.70,1.49,2,26.00,24.70,0.95,6,1,1,6,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
9,0wuli0er,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.362396+00:00,0,1,,,1,2,7.00,1.15,20.10,20.10,1.01,3,18.00,17.10,0.95,6,1,1,6,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
10,mf73bp7p,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.403127+00:00,0,1,,,2,2,4.00,0.85,23.10,23.10,1.16,3,18.00,17.10,0.95,6,1,1,6,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
11,wraycnx1,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 00:39:31.444998+00:00,0,1,,,3,2,4.00,1.05,23.10,23.10,1.16,3,18.00,17.10,0.95,6,1,1,6,2,0,3,4,public_goods,4lp3gjkr,,,,,,,,0
