participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.exclude_from_data_analysis,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,player.id_in_group,player.treatment,player.contribution,player.signal,player.hypothetical_points,player.payoff,group.id_in_subsession,group.total_contribution,group.individual_share,group.efficiency_rate,subsession.round_number,session.code,session.label,session.experimenter_name,session.time_scheduled,session.time_started,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
11,v6l4a5hu,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.009205+00:00,0,1,,,3,3,4.00,0.45,13.70,0.00,3,14.00,7.70,0.55,1,62f00v71,,,,,,,,0
12,8qkw8td1,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.028614+00:00,0,1,,,4,3,2.00,0.75,15.70,0.00,3,14.00,7.70,0.55,1,62f00v71,,,,,,,,0
13,ldw1aj3a,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.047926+00:00,0,1,,,1,3,4.00,0.65,17.00,0.00,4,20.00,11.00,0.55,1,62f00v71,,,,,,,,0
14,zv4drn1z,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.067204+00:00,0,1,,,2,3,4.00,0.65,17.00,0.00,4,20.00,11.00,0.55,1,62f00v71,,,,,,,,0
15,cj93nkf0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.087364+00:00,0,1,,,3,3,9.00,0.45,12.00,0.00,4,20.00,11.00,0.55,1,62f00v71,,,,,,,,0
16,10knvwly,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.108954+00:00,0,1,,,4,3,3.00,0.65,18.00,0.00,4,20.00,11.00,0.55,1,62f00v71,,,,,,,,0
1,dywzy2qf,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.806252+00:00,0,1,,,1,3,5.00,1.15,23.05,0.00,1,19.00,18.05,0.95,2,62f00v71,,,,,,,,0
2,gat21p7t,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.826824+00:00,0,1,,,2,3,5.00,0.95,23.05,0.00,1,19.00,18.05,0.95,2,62f00v71,,,,,,,,0
3,57io6xzm,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.846290+00:00,0,1,,,3,3,4.00,0.95,24.05,0.00,1,19.00,18.05,0.95,2,62f00v71,,,,,,,,0
4,mgxpmc3c,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.867622+00:00,0,1,,,4,3,5.00,0.85,23.05,0.00,1,19.00,18.05,0.95,2,62f00v71,,,,,,,,0
5,ir0dmv92,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.888110+00:00,0,1,,,1,3,9.00,1.15,25.70,0.00,2,26.00,24.70,0.95,2,62f00v71,,,,,,,,0
6,o2ovn95p,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.911408+00:00,0,1,,,2,3,8.00,1.05,26.70,0.00,2,26.00,24.70,0.95,2,62f00v71,,,,,,,,0
7,r7fatehv,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.931364+00:00,0,1,,,3,3,9.00,0.75,25.70,0.00,2,26.00,24.70,0.95,2,62f00v71,,,,,,,,0
8,pumsp3pf,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.950824+00:00,0,1,,,4,3,0.00,0.95,34.70,0.00,2,26.00,24.70,0.95,2,62f00v71,,,,,,,,0
9,mjstq08d,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.970391+00:00,0,1,,,1,3,4.00,0.55,14.25,0.00,3,15.00,8.25,0.55,2,62f00v71,,,,,,,,0
10,wr0xafr2,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.989669+00:00,0,1,,,2,3,5.00,0.65,13.25,0.00,3,15.00,8.25,0.55,2,62f00v71,,,,,,,,0
11,v6l4a5hu,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.009205+00:00,0,1,,,3,3,5.00,0.45,13.25,0.00,3,15.00,8.25,0.55,2,62f00v71,,,,,,,,0
12,8qkw8td1,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.028614+00:00,0,1,,,4,3,1.00,0.55,17.25,0.00,3,15.00,8.25,0.55,2,62f00v71,,,,,,,,0
13,ldw1aj3a,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.047926+00:00,0,1,,,1,3,7.00,0.75,14.40,0.00,4,12.00,11.40,0.95,2,62f00v71,,,,,,,,0
14,zv4drn1z,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.067204+00:00,0,1,,,2,3,0.00,0.95,21.40,0.00,4,12.00,11.40,0.95,2,62f00v71,,,,,,,,0
15,cj93nkf0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.087364+00:00,0,1,,,3,3,5.00,1.15,16.40,0.00,4,12.00,11.40,0.95,2,62f00v71,,,,,,,,0
16,10knvwly,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.108954+00:00,0,1,,,4,3,0.00,0.95,21.40,0.00,4,12.00,11.40,0.95,2,62f00v71,,,,,,,,0
1,dywzy2qf,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.806252+00:00,0,1,,,1,3,6.00,0.45,13.35,0.00,1,17.00,9.35,0.55,3,62f00v71,,,,,,,,0
2,gat21p7t,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.826824+00:00,0,1,,,2,3,6.00,0.75,13.35,0.00,1,17.00,9.35,0.55,3,62f00v71,,,,,,,,0
3,57io6xzm,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.846290+00:00,0,1,,,3,3,1.00,0.35,18.35,0.00,1,17.00,9.35,0.55,3,62f00v71,,,,,,,,0
4,mgxpmc3c,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.867622+00:00,0,1,,,4,3,4.00,0.65,15.35,0.00,1,17.00,9.35,0.55,3,62f00v71,,,,,,,,0
5,ir0dmv92,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.888110+00:00,0,1,,,1,3,3.00,0.85,22.20,0.00,2,16.00,15.20,0.95,3,62f00v71,,,,,,,,0
6,o2ovn95p,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.911408+00:00,0,1,,,2,3,5.00,0.75,20.20,0.00,2,16.00,15.20,0.95,3,62f00v71,,,,,,,,0
7,r7fatehv,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.931364+00:00,0,1,,,3,3,6.00,0.75,19.20,0.00,2,16.00,15.20,0.95,3,62f00v71,,,,,,,,0
8,pumsp3pf,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.950824+00:00,0,1,,,4,3,2.00,1.05,23.20,0.00,2,16.00,15.20,0.95,3,62f00v71,,,,,,,,0
9,mjstq08d,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.970391+00:00,0,1,,,1,3,2.00,0.35,11.75,0.00,3,15.00,3.75,0.25,3,62f00v71,,,,,,,,0
10,wr0xafr2,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.989669+00:00,0,1,,,2,3,6.00,0.25,7.75,0.00,3,15.00,3.75,0.25,3,62f00v71,,,,,,,,0
11,v6l4a5hu,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.009205+00:00,0,1,,,3,3,3.00,0.05,10.75,0.00,3,15.00,3.75,0.25,3,62f00v71,,,,,,,,0
12,8qkw8td1,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.028614+00:00,0,1,,,4,3,4.00,0.35,9.75,0.00,3,15.00,3.75,0.25,3,62f00v71,,,,,,,,0
13,ldw1aj3a,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.047926+00:00,0,1,,,1,3,6.00,1.05,15.40,0.00,4,12.00,11.40,0.95,3,62f00v71,,,,,,,,0
14,zv4drn1z,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.067204+00:00,0,1,,,2,3,0.00,0.95,21.40,0.00,4,12.00,11.40,0.95,3,62f00v71,,,,,,,,0
15,cj93nkf0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.087364+00:00,0,1,,,3,3,2.00,1.05,19.40,0.00,4,12.00,11.40,0.95,3,62f00v71,,,,,,,,0
16,10knvwly,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.108954+00:00,0,1,,,4,3,4.00,0.85,17.40,0.00,4,12.00,11.40,0.95,3,62f00v71,,,,,,,,0
1,dywzy2qf,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.806252+00:00,0,1,,,1,3,6.00,0.35,12.80,0.00,1,16.00,8.80,0.55,4,62f00v71,,,,,,,,0
2,gat21p7t,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.826824+00:00,0,1,,,2,3,1.00,0.55,17.80,0.00,1,16.00,8.80,0.55,4,62f00v71,,,,,,,,0
3,57io6xzm,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.846290+00:00,0,1,,,3,3,7.00,0.75,11.80,0.00,1,16.00,8.80,0.55,4,62f00v71,,,,,,,,0
4,mgxpmc3c,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.867622+00:00,0,1,,,4,3,2.00,0.35,16.80,0.00,1,16.00,8.80,0.55,4,62f00v71,,,,,,,,0
5,ir0dmv92,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.888110+00:00,0,1,,,1,3,8.00,0.45,14.65,0.00,2,23.00,12.65,0.55,4,62f00v71,,,,,,,,0
6,o2ovn95p,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.911408+00:00,0,1,,,2,3,7.00,0.75,15.65,0.00,2,23.00,12.65,0.55,4,62f00v71,,,,,,,,0
7,r7fatehv,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.931364+00:00,0,1,,,3,3,0.00,0.65,22.65,0.00,2,23.00,12.65,0.55,4,62f00v71,,,,,,,,0
8,pumsp3pf,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.950824+00:00,0,1,,,4,3,8.00,0.65,14.65,0.00,2,23.00,12.65,0.55,4,62f00v71,,,,,,,,0
9,mjstq08d,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.970391+00:00,0,1,,,1,3,0.00,0.35,15.25,0.00,3,21.00,5.25,0.25,4,62f00v71,,,,,,,,0
10,wr0xafr2,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.989669+00:00,0,1,,,2,3,9.00,0.15,6.25,0.00,3,21.00,5.25,0.25,4,62f00v71,,,,,,,,0
11,v6l4a5hu,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.009205+00:00,0,1,,,3,3,4.00,0.15,11.25,0.00,3,21.00,5.25,0.25,4,62f00v71,,,,,,,,0
12,8qkw8td1,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.028614+00:00,0,1,,,4,3,8.00,0.15,7.25,0.00,3,21.00,5.25,0.25,4,62f00v71,,,,,,,,0
13,ldw1aj3a,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.047926+00:00,0,1,,,1,3,7.00,0.65,14.00,0.00,4,20.00,11.00,0.55,4,62f00v71,,,,,,,,0
14,zv4drn1z,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.067204+00:00,0,1,,,2,3,1.00,0.55,20.00,0.00,4,20.00,11.00,0.55,4,62f00v71,,,,,,,,0
15,cj93nkf0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.087364+00:00,0,1,,,3,3,8.00,0.65,13.00,0.00,4,20.00,11.00,0.55,4,62f00v71,,,,,,,,0
16,10knvwly,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.108954+00:00,0,1,,,4,3,4.00,0.75,17.00,0.00,4,20.00,11.00,0.55,4,62f00v71,,,,,,,,0
