participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.exclude_from_data_analysis,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,player.id_in_group,player.treatment,player.contribution,player.signal,player.hypothetical_points,player.points,player.payoff,group.id_in_subsession,group.total_contribution,group.individual_share,group.efficiency_rate,subsession.round_number,subsession.paying_game,subsession.game_number,subsession.game_round,subsession.mpcr_order,subsession.varied_mpcr_game,subsession.treatment,subsession.signalVariance,session.code,session.label,session.experimenter_name,session.time_scheduled,session.time_started,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
11,v6l4a5hu,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.009205+00:00,0,1,,,3,3,10.00,0.25,5.25,0.00,0.00,3,21.00,5.25,0.25,1,0,1,1,4,0,3,2,62f00v71,,,,,,,,0
12,8qkw8td1,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.028614+00:00,0,1,,,4,3,10.00,0.45,5.25,0.00,0.00,3,21.00,5.25,0.25,1,0,1,1,4,0,3,2,62f00v71,,,,,,,,0
13,ldw1aj3a,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.047926+00:00,0,1,,,1,3,9.00,0.05,7.50,0.00,0.00,4,26.00,6.50,0.25,1,0,1,1,4,0,3,2,62f00v71,,,,,,,,0
14,zv4drn1z,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.067204+00:00,0,1,,,2,3,9.00,0.15,7.50,0.00,0.00,4,26.00,6.50,0.25,1,0,1,1,4,0,3,2,62f00v71,,,,,,,,0
15,cj93nkf0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.087364+00:00,0,1,,,3,3,4.00,0.45,12.50,0.00,0.00,4,26.00,6.50,0.25,1,0,1,1,4,0,3,2,62f00v71,,,,,,,,0
16,10knvwly,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.108954+00:00,0,1,,,4,3,4.00,0.15,12.50,0.00,0.00,4,26.00,6.50,0.25,1,0,1,1,4,0,3,2,62f00v71,,,,,,,,0
1,dywzy2qf,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.806252+00:00,0,1,,,1,3,6.00,0.25,9.00,0.00,0.00,1,20.00,5.00,0.25,2,0,1,2,4,0,3,2,62f00v71,,,,,,,,0
2,gat21p7t,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.826824+00:00,0,1,,,2,3,3.00,0.45,12.00,0.00,0.00,1,20.00,5.00,0.25,2,0,1,2,4,0,3,2,62f00v71,,,,,,,,0
3,57io6xzm,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.846290+00:00,0,1,,,3,3,9.00,0.25,6.00,0.00,0.00,1,20.00,5.00,0.25,2,0,1,2,4,0,3,2,62f00v71,,,,,,,,0
4,mgxpmc3c,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.867622+00:00,0,1,,,4,3,2.00,0.35,13.00,0.00,0.00,1,20.00,5.00,0.25,2,0,1,2,4,0,3,2,62f00v71,,,,,,,,0
5,ir0dmv92,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.888110+00:00,0,1,,,1,3,6.00,0.25,9.75,0.00,0.00,2,23.00,5.75,0.25,2,0,1,2,4,0,3,2,62f00v71,,,,,,,,0
6,o2ovn95p,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.911408+00:00,0,1,,,2,3,8.00,0.35,7.75,0.00,0.00,2,23.00,5.75,0.25,2,0,1,2,4,0,3,2,62f00v71,,,,,,,,0
7,r7fatehv,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.931364+00:00,0,1,,,3,3,3.00,0.15,12.75,0.00,0.00,2,23.00,5.75,0.25,2,0,1,2,4,0,3,2,62f00v71,,,,,,,,0
8,pumsp3pf,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.950824+00:00,0,1,,,4,3,6.00,0.25,9.75,0.00,0.00,2,23.00,5.75,0.25,2,0,1,2,4,0,3,2,62f00v71,,,,,,,,0
9,mjstq08d,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.970391+00:00,0,1,,,1,3,0.00,0.35,12.75,0.00,0.00,3,11.00,2.75,0.25,2,0,1,2,4,0,3,2,62f00v71,,,,,,,,0
10,wr0xafr2,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.989669+00:00,0,1,,,2,3,4.00,0.05,8.75,0.00,0.00,3,11.00,2.75,0.25,2,0,1,2,4,0,3,2,62f00v71,,,,,,,,0
11,v6l4a5hu,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.009205+00:00,0,1,,,3,3,1.00,0.25,11.75,0.00,0.00,3,11.00,2.75,0.25,2,0,1,2,4,0,3,2,62f00v71,,,,,,,,0
12,8qkw8td1,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.028614+00:00,0,1,,,4,3,6.00,0.45,6.75,0.00,0.00,3,11.00,2.75,0.25,2,0,1,2,4,0,3,2,62f00v71,,,,,,,,0
13,ldw1aj3a,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.047926+00:00,0,1,,,1,3,2.00,0.05,11.25,0.00,0.00,4,13.00,3.25,0.25,2,0,1,2,4,0,3,2,62f00v71,,,,,,,,0
14,zv4drn1z,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.067204+00:00,0,1,,,2,3,7.00,0.15,6.25,0.00,0.00,4,13.00,3.25,0.25,2,0,1,2,4,0,3,2,62f00v71,,,,,,,,0
15,cj93nkf0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.087364+00:00,0,1,,,3,3,2.00,0.45,11.25,0.00,0.00,4,13.00,3.25,0.25,2,0,1,2,4,0,3,2,62f00v71,,,,,,,,0
16,10knvwly,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.108954+00:00,0,1,,,4,3,2.00,0.15,11.25,0.00,0.00,4,13.00,3.25,0.25,2,0,1,2,4,0,3,2,62f00v71,,,,,,,,0
1,dywzy2qf,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.806252+00:00,0,1,,,1,3,5.00,0.25,10.50,0.00,0.00,1,22.00,5.50,0.25,3,0,1,3,4,0,3,2,62f00v71,,,,,,,,0
2,gat21p7t,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.826824+00:00,0,1,,,2,3,5.00,0.45,10.50,0.00,0.00,1,22.00,5.50,0.25,3,0,1,3,4,0,3,2,62f00v71,,,,,,,,0
3,57io6xzm,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.846290+00:00,0,1,,,3,3,2.00,0.25,13.50,0.00,0.00,1,22.00,5.50,0.25,3,0,1,3,4,0,3,2,62f00v71,,,,,,,,0
4,mgxpmc3c,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.867622+00:00,0,1,,,4,3,10.00,0.35,5.50,0.00,0.00,1,22.00,5.50,0.25,3,0,1,3,4,0,3,2,62f00v71,,,,,,,,0
5,ir0dmv92,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.888110+00:00,0,1,,,1,3,8.00,0.25,8.50,0.00,0.00,2,26.00,6.50,0.25,3,0,1,3,4,0,3,2,62f00v71,,,,,,,,0
6,o2ovn95p,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.911408+00:00,0,1,,,2,3,4.00,0.35,12.50,0.00,0.00,2,26.00,6.50,0.25,3,0,1,3,4,0,3,2,62f00v71,,,,,,,,0
7,r7fatehv,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.931364+00:00,0,1,,,3,3,8.00,0.15,8.50,0.00,0.00,2,26.00,6.50,0.25,3,0,1,3,4,0,3,2,62f00v71,,,,,,,,0
8,pumsp3pf,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.950824+00:00,0,1,,,4,3,6.00,0.25,10.50,0.00,0.00,2,26.00,6.50,0.25,3,0,1,3,4,0,3,2,62f00v71,,,,,,,,0
9,mjstq08d,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.970391+00:00,0,1,,,1,3,4.00,0.35,10.25,0.00,0.00,3,17.00,4.25,0.25,3,0,1,3,4,0,3,2,62f00v71,,,,,,,,0
10,wr0xafr2,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.989669+00:00,0,1,,,2,3,5.00,0.05,9.25,0.00,0.00,3,17.00,4.25,0.25,3,0,1,3,4,0,3,2,62f00v71,,,,,,,,0
11,v6l4a5hu,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.009205+00:00,0,1,,,3,3,4.00,0.25,10.25,0.00,0.00,3,17.00,4.25,0.25,3,0,1,3,4,0,3,2,62f00v71,,,,,,,,0
12,8qkw8td1,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.028614+00:00,0,1,,,4,3,4.00,0.45,10.25,0.00,0.00,3,17.00,4.25,0.25,3,0,1,3,4,0,3,2,62f00v71,,,,,,,,0
13,ldw1aj3a,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.047926+00:00,0,1,,,1,3,6.00,0.05,8.00,0.00,0.00,4,16.00,4.00,0.25,3,0,1,3,4,0,3,2,62f00v71,,,,,,,,0
14,zv4drn1z,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.067204+00:00,0,1,,,2,3,6.00,0.15,8.00,0.00,0.00,4,16.00,4.00,0.25,3,0,1,3,4,0,3,2,62f00v71,,,,,,,,0
15,cj93nkf0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.087364+00:00,0,1,,,3,3,2.00,0.45,12.00,0.00,0.00,4,16.00,4.00,0.25,3,0,1,3,4,0,3,2,62f00v71,,,,,,,,0
16,10knvwly,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.108954+00:00,0,1,,,4,3,2.00,0.15,12.00,0.00,0.00,4,16.00,4.00,0.25,3,0,1,3,4,0,3,2,62f00v71,,,,,,,,0
1,dywzy2qf,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.806252+00:00,0,1,,,1,3,8.00,0.25,7.25,0.00,0.00,1,21.00,5.25,0.25,4,0,1,4,4,0,3,2,62f00v71,,,,,,,,0
2,gat21p7t,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.826824+00:00,0,1,,,2,3,2.00,0.45,13.25,0.00,0.00,1,21.00,5.25,0.25,4,0,1,4,4,0,3,2,62f00v71,,,,,,,,0
3,57io6xzm,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.846290+00:00,0,1,,,3,3,7.00,0.25,8.25,0.00,0.00,1,21.00,5.25,0.25,4,0,1,4,4,0,3,2,62f00v71,,,,,,,,0
4,mgxpmc3c,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.867622+00:00,0,1,,,4,3,4.00,0.35,11.25,0.00,0.00,1,21.00,5.25,0.25,4,0,1,4,4,0,3,2,62f00v71,,,,,,,,0
5,ir0dmv92,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.888110+00:00,0,1,,,1,3,3.00,0.25,11.50,0.00,0.00,2,18.00,4.50,0.25,4,0,1,4,4,0,3,2,62f00v71,,,,,,,,0
6,o2ovn95p,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.911408+00:00,0,1,,,2,3,9.00,0.35,5.50,0.00,0.00,2,18.00,4.50,0.25,4,0,1,4,4,0,3,2,62f00v71,,,,,,,,0
7,r7fatehv,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.931364+00:00,0,1,,,3,3,2.00,0.15,12.50,0.00,0.00,2,18.00,4.50,0.25,4,0,1,4,4,0,3,2,62f00v71,,,,,,,,0
8,pumsp3pf,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.950824+00:00,0,1,,,4,3,4.00,0.25,10.50,0.00,0.00,2,18.00,4.50,0.25,4,0,1,4,4,0,3,2,62f00v71,,,,,,,,0
9,mjstq08d,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.970391+00:00,0,1,,,1,3,4.00,0.35,11.75,0.00,0.00,3,23.00,5.75,0.25,4,0,1,4,4,0,3,2,62f00v71,,,,,,,,0
10,wr0xafr2,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.989669+00:00,0,1,,,2,3,8.00,0.05,7.75,0.00,0.00,3,23.00,5.75,0.25,4,0,1,4,4,0,3,2,62f00v71,,,,,,,,0
11,v6l4a5hu,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.009205+00:00,0,1,,,3,3,3.00,0.25,12.75,0.00,0.00,3,23.00,5.75,0.25,4,0,1,4,4,0,3,2,62f00v71,,,,,,,,0
12,8qkw8td1,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.028614+00:00,0,1,,,4,3,8.00,0.45,7.75,0.00,0.00,3,23.00,5.75,0.25,4,0,1,4,4,0,3,2,62f00v71,,,,,,,,0
13,ldw1aj3a,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.047926+00:00,0,1,,,1,3,6.00,0.05,8.50,0.00,0.00,4,18.00,4.50,0.25,4,0,1,4,4,0,3,2,62f00v71,,,,,,,,0
14,zv4drn1z,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.067204+00:00,0,1,,,2,3,10.00,0.15,4.50,0.00,0.00,4,18.00,4.50,0.25,4,0,1,4,4,0,3,2,62f00v71,,,,,,,,0
15,cj93nkf0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.087364+00:00,0,1,,,3,3,0.00,0.45,14.50,0.00,0.00,4,18.00,4.50,0.25,4,0,1,4,4,0,3,2,62f00v71,,,,,,,,0
16,10knvwly,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.108954+00:00,0,1,,,4,3,2.00,0.15,12.50,0.00,0.00,4,18.00,4.50,0.25,4,0,1,4,4,0,3,2,62f00v71,,,,,,,,0
1,dywzy2qf,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.806252+00:00,0,1,,,1,3,1.00,0.25,13.00,0.00,0.00,1,16.00,4.00,0.25,5,0,1,5,4,0,3,2,62f00v71,,,,,,,,0
2,gat21p7t,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.826824+00:00,0,1,,,2,3,7.00,0.45,7.00,0.00,0.00,1,16.00,4.00,0.25,5,0,1,5,4,0,3,2,62f00v71,,,,,,,,0
3,57io6xzm,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.846290+00:00,0,1,,,3,3,3.00,0.25,11.00,0.00,0.00,1,16.00,4.00,0.25,5,0,1,5,4,0,3,2,62f00v71,,,,,,,,0
4,mgxpmc3c,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.867622+00:00,0,1,,,4,3,5.00,0.35,9.00,0.00,0.00,1,16.00,4.00,0.25,5,0,1,5,4,0,3,2,62f00v71,,,,,,,,0
5,ir0dmv92,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.888110+00:00,0,1,,,1,3,1.00,0.25,12.75,0.00,0.00,2,15.00,3.75,0.25,5,0,1,5,4,0,3,2,62f00v71,,,,,,,,0
6,o2ovn95p,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.911408+00:00,0,1,,,2,3,7.00,0.35,6.75,0.00,0.00,2,15.00,3.75,0.25,5,0,1,5,4,0,3,2,62f00v71,,,,,,,,0
7,r7fatehv,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.931364+00:00,0,1,,,3,3,7.00,0.15,6.75,0.00,0.00,2,15.00,3.75,0.25,5,0,1,5,4,0,3,2,62f00v71,,,,,,,,0
8,pumsp3pf,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.950824+00:00,0,1,,,4,3,0.00,0.25,13.75,0.00,0.00,2,15.00,3.75,0.25,5,0,1,5,4,0,3,2,62f00v71,,,,,,,,0
9,mjstq08d,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.970391+00:00,0,1,,,1,3,10.00,0.35,3.25,0.00,0.00,3,13.00,3.25,0.25,5,0,1,5,4,0,3,2,62f00v71,,,,,,,,0
10,wr0xafr2,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.989669+00:00,0,1,,,2,3,2.00,0.05,11.25,0.00,0.00,3,13.00,3.25,0.25,5,0,1,5,4,0,3,2,62f00v71,,,,,,,,0
11,v6l4a5hu,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.009205+00:00,0,1,,,3,3,0.00,0.25,13.25,0.00,0.00,3,13.00,3.25,0.25,5,0,1,5,4,0,3,2,62f00v71,,,,,,,,0
12,8qkw8td1,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.028614+00:00,0,1,,,4,3,1.00,0.45,12.25,0.00,0.00,3,13.00,3.25,0.25,5,0,1,5,4,0,3,2,62f00v71,,,,,,,,0
13,ldw1aj3a,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.047926+00:00,0,1,,,1,3,3.00,0.05,10.50,0.00,0.00,4,14.00,3.50,0.25,5,0,1,5,4,0,3,2,62f00v71,,,,,,,,0
14,zv4drn1z,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.067204+00:00,0,1,,,2,3,3.00,0.15,10.50,0.00,0.00,4,14.00,3.50,0.25,5,0,1,5,4,0,3,2,62f00v71,,,,,,,,0
15,cj93nkf0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.087364+00:00,0,1,,,3,3,8.00,0.45,5.50,0.00,0.00,4,14.00,3.50,0.25,5,0,1,5,4,0,3,2,62f00v71,,,,,,,,0
16,10knvwly,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.108954+00:00,0,1,,,4,3,0.00,0.15,13.50,0.00,0.00,4,14.00,3.50,0.25,5,0,1,5,4,0,3,2,62f00v71,,,,,,,,0
1,dywzy2qf,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.806252+00:00,0,1,,,1,3,8.00,0.25,9.75,0.00,0.00,1,31.00,7.75,0.25,6,0,1,6,4,0,3,2,62f00v71,,,,,,,,0
2,gat21p7t,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.826824+00:00,0,1,,,2,3,9.00,0.45,8.75,0.00,0.00,1,31.00,7.75,0.25,6,0,1,6,4,0,3,2,62f00v71,,,,,,,,0
3,57io6xzm,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.846290+00:00,0,1,,,3,3,7.00,0.25,10.75,0.00,0.00,1,31.00,7.75,0.25,6,0,1,6,4,0,3,2,62f00v71,,,,,,,,0
4,mgxpmc3c,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.867622+00:00,0,1,,,4,3,7.00,0.35,10.75,0.00,0.00,1,31.00,7.75,0.25,6,0,1,6,4,0,3,2,62f00v71,,,,,,,,0
5,ir0dmv92,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.888110+00:00,0,1,,,1,3,10.00,0.25,8.75,0.00,0.00,2,35.00,8.75,0.25,6,0,1,6,4,0,3,2,62f00v71,,,,,,,,0
6,o2ovn95p,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.911408+00:00,0,1,,,2,3,9.00,0.35,9.75,0.00,0.00,2,35.00,8.75,0.25,6,0,1,6,4,0,3,2,62f00v71,,,,,,,,0
7,r7fatehv,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.931364+00:00,0,1,,,3,3,10.00,0.15,8.75,0.00,0.00,2,35.00,8.75,0.25,6,0,1,6,4,0,3,2,62f00v71,,,,,,,,0
8,pumsp3pf,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.950824+00:00,0,1,,,4,3,6.00,0.25,12.75,0.00,0.00,2,35.00,8.75,0.25,6,0,1,6,4,0,3,2,62f00v71,,,,,,,,0
9,mjstq08d,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.970391+00:00,0,1,,,1,3,4.00,0.35,10.50,0.00,0.00,3,18.00,4.50,0.25,6,0,1,6,4,0,3,2,62f00v71,,,,,,,,0
10,wr0xafr2,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.989669+00:00,0,1,,,2,3,8.00,0.05,6.50,0.00,0.00,3,18.00,4.50,0.25,6,0,1,6,4,0,3,2,62f00v71,,,,,,,,0
11,v6l4a5hu,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.009205+00:00,0,1,,,3,3,4.00,0.25,10.50,0.00,0.00,3,18.00,4.50,0.25,6,0,1,6,4,0,3,2,62f00v71,,,,,,,,0
12,8qkw8td1,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.028614+00:00,0,1,,,4,3,2.00,0.45,12.50,0.00,0.00,3,18.00,4.50,0.25,6,0,1,6,4,0,3,2,62f00v71,,,,,,,,0
13,ldw1aj3a,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.047926+00:00,0,1,,,1,3,6.00,0.05,11.00,0.00,0.00,4,28.00,7.00,0.25,6,0,1,6,4,0,3,2,62f00v71,,,,,,,,0
14,zv4drn1z,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.067204+00:00,0,1,,,2,3,9.00,0.15,8.00,0.00,0.00,4,28.00,7.00,0.25,6,0,1,6,4,0,3,2,62f00v71,,,,,,,,0
15,cj93nkf0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.087364+00:00,0,1,,,3,3,7.00,0.45,10.00,0.00,0.00,4,28.00,7.00,0.25,6,0,1,6,4,0,3,2,62f00v71,,,,,,,,0
16,10knvwly,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:34.108954+00:00,0,1,,,4,3,6.00,0.15,11.00,0.00,0.00,4,28.00,7.00,0.25,6,0,1,6,4,0,3,2,62f00v71,,,,,,,,0
1,dywzy2qf,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 21:30:33.806252+00:00,0,1,,,1,3,1.00,0.25,13.25,0.00,0.00,1,17.00,4.25,0.25,7,0,1,7,4,0,3,2,62f00v71,,,,,,,,0
