participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.exclude_from_data_analysis,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,player.id_in_group,player.treatment,player.contribution,player.signal,player.round_points,player.points,player.payoff,group.id_in_subsession,group.total_contribution,group.individual_share,group.efficiency_rate,subsession.round_number,subsession.paying_game,subsession.game_number,subsession.game_round,subsession.mpcr_order,subsession.variable_mpcr_game,subsession.fixed_mpcr_game,subsession.treatment,subsession.app_label,session.code,session.label,session.experimenter_name,session.time_scheduled,session.time_started,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1,61rt85kk,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.587925+00:00,0,1,,,1,1,7.00,0.25,10.00,0.00,0.00,1,28.00,7.00,0.25,2,0,1,2,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
2,qky2f0w1,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.621526+00:00,0,1,,,2,1,8.00,0.25,9.00,0.00,0.00,1,28.00,7.00,0.25,2,0,1,2,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
3,je7zugen,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.635715+00:00,0,1,,,3,1,5.00,0.25,12.00,0.00,0.00,1,28.00,7.00,0.25,2,0,1,2,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
4,dvtjo239,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.650044+00:00,0,1,,,4,1,8.00,0.25,9.00,0.00,0.00,1,28.00,7.00,0.25,2,0,1,2,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
5,mz4d6g2x,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.664863+00:00,0,1,,,1,1,10.00,0.25,8.50,0.00,0.00,2,34.00,8.50,0.25,2,0,1,2,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
6,j8tz9bcn,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.679147+00:00,0,1,,,2,1,10.00,0.25,8.50,0.00,0.00,2,34.00,8.50,0.25,2,0,1,2,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
7,cp6fc4a1,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.694974+00:00,0,1,,,3,1,9.00,0.25,9.50,0.00,0.00,2,34.00,8.50,0.25,2,0,1,2,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
8,lyapeaz7,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.710249+00:00,0,1,,,4,1,5.00,0.25,13.50,0.00,0.00,2,34.00,8.50,0.25,2,0,1,2,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
9,w4xw2ua8,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.724429+00:00,0,1,,,1,1,3.00,0.25,9.25,0.00,0.00,3,9.00,2.25,0.25,2,0,1,2,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
10,owpnsoxq,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.738437+00:00,0,1,,,2,1,4.00,0.25,8.25,0.00,0.00,3,9.00,2.25,0.25,2,0,1,2,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
11,hfszxryu,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.752462+00:00,0,1,,,3,1,0.00,0.25,12.25,0.00,0.00,3,9.00,2.25,0.25,2,0,1,2,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
12,rzglyme1,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.766698+00:00,0,1,,,4,1,2.00,0.25,10.25,0.00,0.00,3,9.00,2.25,0.25,2,0,1,2,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
13,0h0s4ufy,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.780789+00:00,0,1,,,1,1,3.00,0.25,11.50,0.00,0.00,4,18.00,4.50,0.25,2,0,1,2,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
14,jln4l9yl,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.794709+00:00,0,1,,,2,1,2.00,0.25,12.50,0.00,0.00,4,18.00,4.50,0.25,2,0,1,2,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
15,4jdqhj1f,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.808779+00:00,0,1,,,3,1,8.00,0.25,6.50,0.00,0.00,4,18.00,4.50,0.25,2,0,1,2,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
16,nmbq5g6n,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.823038+00:00,0,1,,,4,1,5.00,0.25,9.50,0.00,0.00,4,18.00,4.50,0.25,2,0,1,2,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
1,61rt85kk,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.587925+00:00,0,1,,,1,1,0.00,0.25,13.00,0.00,0.00,1,12.00,3.00,0.25,3,0,1,3,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
2,qky2f0w1,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.621526+00:00,0,1,,,2,1,1.00,0.25,12.00,0.00,0.00,1,12.00,3.00,0.25,3,0,1,3,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
3,je7zugen,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.635715+00:00,0,1,,,3,1,6.00,0.25,7.00,0.00,0.00,1,12.00,3.00,0.25,3,0,1,3,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
4,dvtjo239,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.650044+00:00,0,1,,,4,1,5.00,0.25,8.00,0.00,0.00,1,12.00,3.00,0.25,3,0,1,3,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
5,mz4d6g2x,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.664863+00:00,0,1,,,1,1,10.00,0.25,3.75,0.00,0.00,2,15.00,3.75,0.25,3,0,1,3,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
6,j8tz9bcn,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.679147+00:00,0,1,,,2,1,2.00,0.25,11.75,0.00,0.00,2,15.00,3.75,0.25,3,0,1,3,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
7,cp6fc4a1,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.694974+00:00,0,1,,,3,1,3.00,0.25,10.75,0.00,0.00,2,15.00,3.75,0.25,3,0,1,3,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
8,lyapeaz7,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.710249+00:00,0,1,,,4,1,0.00,0.25,13.75,0.00,0.00,2,15.00,3.75,0.25,3,0,1,3,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
9,w4xw2ua8,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.724429+00:00,0,1,,,1,1,3.00,0.25,11.75,0.00,0.00,3,19.00,4.75,0.25,3,0,1,3,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
10,owpnsoxq,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.738437+00:00,0,1,,,2,1,7.00,0.25,7.75,0.00,0.00,3,19.00,4.75,0.25,3,0,1,3,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
11,hfszxryu,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.752462+00:00,0,1,,,3,1,5.00,0.25,9.75,0.00,0.00,3,19.00,4.75,0.25,3,0,1,3,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
12,rzglyme1,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.766698+00:00,0,1,,,4,1,4.00,0.25,10.75,0.00,0.00,3,19.00,4.75,0.25,3,0,1,3,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
13,0h0s4ufy,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.780789+00:00,0,1,,,1,1,4.00,0.25,11.50,0.00,0.00,4,22.00,5.50,0.25,3,0,1,3,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
14,jln4l9yl,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.794709+00:00,0,1,,,2,1,9.00,0.25,6.50,0.00,0.00,4,22.00,5.50,0.25,3,0,1,3,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
15,4jdqhj1f,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.808779+00:00,0,1,,,3,1,2.00,0.25,13.50,0.00,0.00,4,22.00,5.50,0.25,3,0,1,3,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
16,nmbq5g6n,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.823038+00:00,0,1,,,4,1,7.00,0.25,8.50,0.00,0.00,4,22.00,5.50,0.25,3,0,1,3,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
1,61rt85kk,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.587925+00:00,0,1,,,1,1,1.00,0.25,12.50,0.00,0.00,1,14.00,3.50,0.25,4,0,1,4,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
2,qky2f0w1,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.621526+00:00,0,1,,,2,1,6.00,0.25,7.50,0.00,0.00,1,14.00,3.50,0.25,4,0,1,4,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
3,je7zugen,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.635715+00:00,0,1,,,3,1,2.00,0.25,11.50,0.00,0.00,1,14.00,3.50,0.25,4,0,1,4,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
4,dvtjo239,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.650044+00:00,0,1,,,4,1,5.00,0.25,8.50,0.00,0.00,1,14.00,3.50,0.25,4,0,1,4,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
5,mz4d6g2x,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.664863+00:00,0,1,,,1,1,3.00,0.25,13.00,0.00,0.00,2,24.00,6.00,0.25,4,0,1,4,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
6,j8tz9bcn,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.679147+00:00,0,1,,,2,1,8.00,0.25,8.00,0.00,0.00,2,24.00,6.00,0.25,4,0,1,4,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
7,cp6fc4a1,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.694974+00:00,0,1,,,3,1,9.00,0.25,7.00,0.00,0.00,2,24.00,6.00,0.25,4,0,1,4,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
8,lyapeaz7,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.710249+00:00,0,1,,,4,1,4.00,0.25,12.00,0.00,0.00,2,24.00,6.00,0.25,4,0,1,4,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
9,w4xw2ua8,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.724429+00:00,0,1,,,1,1,4.00,0.25,13.25,0.00,0.00,3,29.00,7.25,0.25,4,0,1,4,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
10,owpnsoxq,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.738437+00:00,0,1,,,2,1,9.00,0.25,8.25,0.00,0.00,3,29.00,7.25,0.25,4,0,1,4,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
11,hfszxryu,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.752462+00:00,0,1,,,3,1,10.00,0.25,7.25,0.00,0.00,3,29.00,7.25,0.25,4,0,1,4,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
12,rzglyme1,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.766698+00:00,0,1,,,4,1,6.00,0.25,11.25,0.00,0.00,3,29.00,7.25,0.25,4,0,1,4,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
13,0h0s4ufy,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.780789+00:00,0,1,,,1,1,1.00,0.25,12.50,0.00,0.00,4,14.00,3.50,0.25,4,0,1,4,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
14,jln4l9yl,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.794709+00:00,0,1,,,2,1,0.00,0.25,13.50,0.00,0.00,4,14.00,3.50,0.25,4,0,1,4,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
15,4jdqhj1f,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.808779+00:00,0,1,,,3,1,4.00,0.25,9.50,0.00,0.00,4,14.00,3.50,0.25,4,0,1,4,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
16,nmbq5g6n,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.823038+00:00,0,1,,,4,1,9.00,0.25,4.50,0.00,0.00,4,14.00,3.50,0.25,4,0,1,4,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
1,61rt85kk,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.587925+00:00,0,1,,,1,1,3.00,0.25,9.75,0.00,0.00,1,11.00,2.75,0.25,5,0,1,5,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
2,qky2f0w1,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.621526+00:00,0,1,,,2,1,2.00,0.25,10.75,0.00,0.00,1,11.00,2.75,0.25,5,0,1,5,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
3,je7zugen,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.635715+00:00,0,1,,,3,1,5.00,0.25,7.75,0.00,0.00,1,11.00,2.75,0.25,5,0,1,5,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
4,dvtjo239,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.650044+00:00,0,1,,,4,1,1.00,0.25,11.75,0.00,0.00,1,11.00,2.75,0.25,5,0,1,5,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
5,mz4d6g2x,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.664863+00:00,0,1,,,1,1,5.00,0.25,9.00,0.00,0.00,2,16.00,4.00,0.25,5,0,1,5,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
6,j8tz9bcn,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.679147+00:00,0,1,,,2,1,3.00,0.25,11.00,0.00,0.00,2,16.00,4.00,0.25,5,0,1,5,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
7,cp6fc4a1,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.694974+00:00,0,1,,,3,1,3.00,0.25,11.00,0.00,0.00,2,16.00,4.00,0.25,5,0,1,5,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
8,lyapeaz7,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.710249+00:00,0,1,,,4,1,5.00,0.25,9.00,0.00,0.00,2,16.00,4.00,0.25,5,0,1,5,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
9,w4xw2ua8,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.724429+00:00,0,1,,,1,1,6.00,0.25,8.00,0.00,0.00,3,16.00,4.00,0.25,5,0,1,5,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
10,owpnsoxq,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.738437+00:00,0,1,,,2,1,4.00,0.25,10.00,0.00,0.00,3,16.00,4.00,0.25,5,0,1,5,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
11,hfszxryu,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.752462+00:00,0,1,,,3,1,3.00,0.25,11.00,0.00,0.00,3,16.00,4.00,0.25,5,0,1,5,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
12,rzglyme1,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.766698+00:00,0,1,,,4,1,3.00,0.25,11.00,0.00,0.00,3,16.00,4.00,0.25,5,0,1,5,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
13,0h0s4ufy,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.780789+00:00,0,1,,,1,1,2.00,0.25,12.00,0.00,0.00,4,16.00,4.00,0.25,5,0,1,5,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
14,jln4l9yl,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.794709+00:00,0,1,,,2,1,9.00,0.25,5.00,0.00,0.00,4,16.00,4.00,0.25,5,0,1,5,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
15,4jdqhj1f,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.808779+00:00,0,1,,,3,1,2.00,0.25,12.00,0.00,0.00,4,16.00,4.00,0.25,5,0,1,5,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
16,nmbq5g6n,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.823038+00:00,0,1,,,4,1,3.00,0.25,11.00,0.00,0.00,4,16.00,4.00,0.25,5,0,1,5,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
1,61rt85kk,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.587925+00:00,0,1,,,1,1,1.00,0.25,10.75,0.00,0.00,1,7.00,1.75,0.25,6,0,1,6,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
2,qky2f0w1,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.621526+00:00,0,1,,,2,1,0.00,0.25,11.75,0.00,0.00,1,7.00,1.75,0.25,6,0,1,6,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
3,je7zugen,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.635715+00:00,0,1,,,3,1,3.00,0.25,8.75,0.00,0.00,1,7.00,1.75,0.25,6,0,1,6,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
4,dvtjo239,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.650044+00:00,0,1,,,4,1,3.00,0.25,8.75,0.00,0.00,1,7.00,1.75,0.25,6,0,1,6,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
5,mz4d6g2x,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.664863+00:00,0,1,,,1,1,3.00,0.25,11.00,0.00,0.00,2,16.00,4.00,0.25,6,0,1,6,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
6,j8tz9bcn,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.679147+00:00,0,1,,,2,1,5.00,0.25,9.00,0.00,0.00,2,16.00,4.00,0.25,6,0,1,6,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
7,cp6fc4a1,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.694974+00:00,0,1,,,3,1,3.00,0.25,11.00,0.00,0.00,2,16.00,4.00,0.25,6,0,1,6,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
8,lyapeaz7,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.710249+00:00,0,1,,,4,1,5.00,0.25,9.00,0.00,0.00,2,16.00,4.00,0.25,6,0,1,6,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
9,w4xw2ua8,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.724429+00:00,0,1,,,1,1,3.00,0.25,13.50,0.00,0.00,3,26.00,6.50,0.25,6,0,1,6,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
10,owpnsoxq,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.738437+00:00,0,1,,,2,1,9.00,0.25,7.50,0.00,0.00,3,26.00,6.50,0.25,6,0,1,6,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
11,hfszxryu,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.752462+00:00,0,1,,,3,1,5.00,0.25,11.50,0.00,0.00,3,26.00,6.50,0.25,6,0,1,6,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
12,rzglyme1,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-19 14:32:46.766698+00:00,0,1,,,4,1,9.00,0.25,7.50,0.00,0.00,3,26.00,6.50,0.25,6,0,1,6,1,0,1,1,public_goods,3syq0vf6,,,,,,,,0
