participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.exclude_from_data_analysis,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,player.id_in_group,player.treatment,player.contribution,player.signal,player.hypothetical_points,player.points,player.payoff,group.id_in_subsession,group.total_contribution,group.individual_share,group.efficiency_rate,subsession.round_number,subsession.paying_game,subsession.game_number,subsession.game_round,subsession.mpcr_order,subsession.varied_mpcr_game,subsession.treatment,subsession.signalVariance,session.code,session.label,session.experimenter_name,session.time_scheduled,session.time_started,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
13,i64z0dtd,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.944393+00:00,0,1,,,1,3,10.00,0.45,5.75,0.00,0.00,4,23.00,5.75,0.25,1,0,1,1,4,0,3,2,1lclcmxp,,,,,,,,0
14,ws2ngm1z,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.968857+00:00,0,1,,,2,3,3.00,0.45,12.75,0.00,0.00,4,23.00,5.75,0.25,1,0,1,1,4,0,3,2,1lclcmxp,,,,,,,,0
15,8icadar0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.993585+00:00,0,1,,,3,3,5.00,0.15,10.75,0.00,0.00,4,23.00,5.75,0.25,1,0,1,1,4,0,3,2,1lclcmxp,,,,,,,,0
16,mjtcrdzl,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:36.016039+00:00,0,1,,,4,3,5.00,0.25,10.75,0.00,0.00,4,23.00,5.75,0.25,1,0,1,1,4,0,3,2,1lclcmxp,,,,,,,,0
1,5dgk7tlt,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.648478+00:00,0,1,,,1,3,8.00,0.15,9.00,0.00,0.00,1,28.00,7.00,0.25,2,0,1,2,4,0,3,2,1lclcmxp,,,,,,,,0
2,2xak4iwm,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.672453+00:00,0,1,,,2,3,3.00,0.45,14.00,0.00,0.00,1,28.00,7.00,0.25,2,0,1,2,4,0,3,2,1lclcmxp,,,,,,,,0
3,n0jcwjfh,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.697999+00:00,0,1,,,3,3,8.00,0.45,9.00,0.00,0.00,1,28.00,7.00,0.25,2,0,1,2,4,0,3,2,1lclcmxp,,,,,,,,0
4,olv9oro0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.724998+00:00,0,1,,,4,3,9.00,0.45,8.00,0.00,0.00,1,28.00,7.00,0.25,2,0,1,2,4,0,3,2,1lclcmxp,,,,,,,,0
5,9u28gdiw,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.747465+00:00,0,1,,,1,3,10.00,0.15,5.00,0.00,0.00,2,20.00,5.00,0.25,2,0,1,2,4,0,3,2,1lclcmxp,,,,,,,,0
6,yuzphkcv,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.771314+00:00,0,1,,,2,3,6.00,0.05,9.00,0.00,0.00,2,20.00,5.00,0.25,2,0,1,2,4,0,3,2,1lclcmxp,,,,,,,,0
7,0vp2bxen,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.795286+00:00,0,1,,,3,3,1.00,0.05,14.00,0.00,0.00,2,20.00,5.00,0.25,2,0,1,2,4,0,3,2,1lclcmxp,,,,,,,,0
8,hnkqeo3i,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.818804+00:00,0,1,,,4,3,3.00,0.25,12.00,0.00,0.00,2,20.00,5.00,0.25,2,0,1,2,4,0,3,2,1lclcmxp,,,,,,,,0
9,r2ka0rkk,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.844847+00:00,0,1,,,1,3,8.00,0.05,6.25,0.00,0.00,3,17.00,4.25,0.25,2,0,1,2,4,0,3,2,1lclcmxp,,,,,,,,0
10,1umsh79f,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.869999+00:00,0,1,,,2,3,0.00,0.45,14.25,0.00,0.00,3,17.00,4.25,0.25,2,0,1,2,4,0,3,2,1lclcmxp,,,,,,,,0
11,5scuqsws,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.897391+00:00,0,1,,,3,3,4.00,0.25,10.25,0.00,0.00,3,17.00,4.25,0.25,2,0,1,2,4,0,3,2,1lclcmxp,,,,,,,,0
12,c6iaosn3,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.921975+00:00,0,1,,,4,3,5.00,0.35,9.25,0.00,0.00,3,17.00,4.25,0.25,2,0,1,2,4,0,3,2,1lclcmxp,,,,,,,,0
13,i64z0dtd,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.944393+00:00,0,1,,,1,3,6.00,0.45,10.00,0.00,0.00,4,24.00,6.00,0.25,2,0,1,2,4,0,3,2,1lclcmxp,,,,,,,,0
14,ws2ngm1z,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.968857+00:00,0,1,,,2,3,6.00,0.45,10.00,0.00,0.00,4,24.00,6.00,0.25,2,0,1,2,4,0,3,2,1lclcmxp,,,,,,,,0
15,8icadar0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.993585+00:00,0,1,,,3,3,6.00,0.15,10.00,0.00,0.00,4,24.00,6.00,0.25,2,0,1,2,4,0,3,2,1lclcmxp,,,,,,,,0
16,mjtcrdzl,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:36.016039+00:00,0,1,,,4,3,6.00,0.25,10.00,0.00,0.00,4,24.00,6.00,0.25,2,0,1,2,4,0,3,2,1lclcmxp,,,,,,,,0
1,5dgk7tlt,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.648478+00:00,0,1,,,1,3,8.00,0.15,9.00,0.00,0.00,1,28.00,7.00,0.25,3,0,1,3,4,0,3,2,1lclcmxp,,,,,,,,0
2,2xak4iwm,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.672453+00:00,0,1,,,2,3,8.00,0.45,9.00,0.00,0.00,1,28.00,7.00,0.25,3,0,1,3,4,0,3,2,1lclcmxp,,,,,,,,0
3,n0jcwjfh,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.697999+00:00,0,1,,,3,3,4.00,0.45,13.00,0.00,0.00,1,28.00,7.00,0.25,3,0,1,3,4,0,3,2,1lclcmxp,,,,,,,,0
4,olv9oro0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.724998+00:00,0,1,,,4,3,8.00,0.45,9.00,0.00,0.00,1,28.00,7.00,0.25,3,0,1,3,4,0,3,2,1lclcmxp,,,,,,,,0
5,9u28gdiw,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.747465+00:00,0,1,,,1,3,2.00,0.15,10.75,0.00,0.00,2,11.00,2.75,0.25,3,0,1,3,4,0,3,2,1lclcmxp,,,,,,,,0
6,yuzphkcv,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.771314+00:00,0,1,,,2,3,3.00,0.05,9.75,0.00,0.00,2,11.00,2.75,0.25,3,0,1,3,4,0,3,2,1lclcmxp,,,,,,,,0
7,0vp2bxen,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.795286+00:00,0,1,,,3,3,1.00,0.05,11.75,0.00,0.00,2,11.00,2.75,0.25,3,0,1,3,4,0,3,2,1lclcmxp,,,,,,,,0
8,hnkqeo3i,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.818804+00:00,0,1,,,4,3,5.00,0.25,7.75,0.00,0.00,2,11.00,2.75,0.25,3,0,1,3,4,0,3,2,1lclcmxp,,,,,,,,0
9,r2ka0rkk,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.844847+00:00,0,1,,,1,3,4.00,0.05,8.00,0.00,0.00,3,8.00,2.00,0.25,3,0,1,3,4,0,3,2,1lclcmxp,,,,,,,,0
10,1umsh79f,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.869999+00:00,0,1,,,2,3,0.00,0.45,12.00,0.00,0.00,3,8.00,2.00,0.25,3,0,1,3,4,0,3,2,1lclcmxp,,,,,,,,0
11,5scuqsws,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.897391+00:00,0,1,,,3,3,4.00,0.25,8.00,0.00,0.00,3,8.00,2.00,0.25,3,0,1,3,4,0,3,2,1lclcmxp,,,,,,,,0
12,c6iaosn3,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.921975+00:00,0,1,,,4,3,0.00,0.35,12.00,0.00,0.00,3,8.00,2.00,0.25,3,0,1,3,4,0,3,2,1lclcmxp,,,,,,,,0
13,i64z0dtd,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.944393+00:00,0,1,,,1,3,4.00,0.45,9.25,0.00,0.00,4,13.00,3.25,0.25,3,0,1,3,4,0,3,2,1lclcmxp,,,,,,,,0
14,ws2ngm1z,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.968857+00:00,0,1,,,2,3,5.00,0.45,8.25,0.00,0.00,4,13.00,3.25,0.25,3,0,1,3,4,0,3,2,1lclcmxp,,,,,,,,0
15,8icadar0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.993585+00:00,0,1,,,3,3,2.00,0.15,11.25,0.00,0.00,4,13.00,3.25,0.25,3,0,1,3,4,0,3,2,1lclcmxp,,,,,,,,0
16,mjtcrdzl,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:36.016039+00:00,0,1,,,4,3,2.00,0.25,11.25,0.00,0.00,4,13.00,3.25,0.25,3,0,1,3,4,0,3,2,1lclcmxp,,,,,,,,0
1,5dgk7tlt,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.648478+00:00,0,1,,,1,3,8.00,0.15,8.50,0.00,0.00,1,26.00,6.50,0.25,4,0,1,4,4,0,3,2,1lclcmxp,,,,,,,,0
2,2xak4iwm,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.672453+00:00,0,1,,,2,3,1.00,0.45,15.50,0.00,0.00,1,26.00,6.50,0.25,4,0,1,4,4,0,3,2,1lclcmxp,,,,,,,,0
3,n0jcwjfh,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.697999+00:00,0,1,,,3,3,8.00,0.45,8.50,0.00,0.00,1,26.00,6.50,0.25,4,0,1,4,4,0,3,2,1lclcmxp,,,,,,,,0
4,olv9oro0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.724998+00:00,0,1,,,4,3,9.00,0.45,7.50,0.00,0.00,1,26.00,6.50,0.25,4,0,1,4,4,0,3,2,1lclcmxp,,,,,,,,0
5,9u28gdiw,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.747465+00:00,0,1,,,1,3,8.00,0.15,8.00,0.00,0.00,2,24.00,6.00,0.25,4,0,1,4,4,0,3,2,1lclcmxp,,,,,,,,0
6,yuzphkcv,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.771314+00:00,0,1,,,2,3,4.00,0.05,12.00,0.00,0.00,2,24.00,6.00,0.25,4,0,1,4,4,0,3,2,1lclcmxp,,,,,,,,0
7,0vp2bxen,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.795286+00:00,0,1,,,3,3,2.00,0.05,14.00,0.00,0.00,2,24.00,6.00,0.25,4,0,1,4,4,0,3,2,1lclcmxp,,,,,,,,0
8,hnkqeo3i,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.818804+00:00,0,1,,,4,3,10.00,0.25,6.00,0.00,0.00,2,24.00,6.00,0.25,4,0,1,4,4,0,3,2,1lclcmxp,,,,,,,,0
9,r2ka0rkk,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.844847+00:00,0,1,,,1,3,8.00,0.05,7.50,0.00,0.00,3,22.00,5.50,0.25,4,0,1,4,4,0,3,2,1lclcmxp,,,,,,,,0
10,1umsh79f,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.869999+00:00,0,1,,,2,3,8.00,0.45,7.50,0.00,0.00,3,22.00,5.50,0.25,4,0,1,4,4,0,3,2,1lclcmxp,,,,,,,,0
11,5scuqsws,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.897391+00:00,0,1,,,3,3,3.00,0.25,12.50,0.00,0.00,3,22.00,5.50,0.25,4,0,1,4,4,0,3,2,1lclcmxp,,,,,,,,0
12,c6iaosn3,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.921975+00:00,0,1,,,4,3,3.00,0.35,12.50,0.00,0.00,3,22.00,5.50,0.25,4,0,1,4,4,0,3,2,1lclcmxp,,,,,,,,0
13,i64z0dtd,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.944393+00:00,0,1,,,1,3,1.00,0.45,10.75,0.00,0.00,4,7.00,1.75,0.25,4,0,1,4,4,0,3,2,1lclcmxp,,,,,,,,0
14,ws2ngm1z,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.968857+00:00,0,1,,,2,3,0.00,0.45,11.75,0.00,0.00,4,7.00,1.75,0.25,4,0,1,4,4,0,3,2,1lclcmxp,,,,,,,,0
15,8icadar0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.993585+00:00,0,1,,,3,3,2.00,0.15,9.75,0.00,0.00,4,7.00,1.75,0.25,4,0,1,4,4,0,3,2,1lclcmxp,,,,,,,,0
16,mjtcrdzl,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:36.016039+00:00,0,1,,,4,3,4.00,0.25,7.75,0.00,0.00,4,7.00,1.75,0.25,4,0,1,4,4,0,3,2,1lclcmxp,,,,,,,,0
1,5dgk7tlt,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.648478+00:00,0,1,,,1,3,4.00,0.15,10.75,0.00,0.00,1,19.00,4.75,0.25,5,0,1,5,4,0,3,2,1lclcmxp,,,,,,,,0
2,2xak4iwm,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.672453+00:00,0,1,,,2,3,1.00,0.45,13.75,0.00,0.00,1,19.00,4.75,0.25,5,0,1,5,4,0,3,2,1lclcmxp,,,,,,,,0
3,n0jcwjfh,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.697999+00:00,0,1,,,3,3,10.00,0.45,4.75,0.00,0.00,1,19.00,4.75,0.25,5,0,1,5,4,0,3,2,1lclcmxp,,,,,,,,0
4,olv9oro0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.724998+00:00,0,1,,,4,3,4.00,0.45,10.75,0.00,0.00,1,19.00,4.75,0.25,5,0,1,5,4,0,3,2,1lclcmxp,,,,,,,,0
5,9u28gdiw,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.747465+00:00,0,1,,,1,3,1.00,0.15,12.00,0.00,0.00,2,12.00,3.00,0.25,5,0,1,5,4,0,3,2,1lclcmxp,,,,,,,,0
6,yuzphkcv,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.771314+00:00,0,1,,,2,3,0.00,0.05,13.00,0.00,0.00,2,12.00,3.00,0.25,5,0,1,5,4,0,3,2,1lclcmxp,,,,,,,,0
7,0vp2bxen,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.795286+00:00,0,1,,,3,3,7.00,0.05,6.00,0.00,0.00,2,12.00,3.00,0.25,5,0,1,5,4,0,3,2,1lclcmxp,,,,,,,,0
8,hnkqeo3i,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.818804+00:00,0,1,,,4,3,4.00,0.25,9.00,0.00,0.00,2,12.00,3.00,0.25,5,0,1,5,4,0,3,2,1lclcmxp,,,,,,,,0
9,r2ka0rkk,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.844847+00:00,0,1,,,1,3,9.00,0.05,7.00,0.00,0.00,3,24.00,6.00,0.25,5,0,1,5,4,0,3,2,1lclcmxp,,,,,,,,0
10,1umsh79f,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.869999+00:00,0,1,,,2,3,5.00,0.45,11.00,0.00,0.00,3,24.00,6.00,0.25,5,0,1,5,4,0,3,2,1lclcmxp,,,,,,,,0
11,5scuqsws,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.897391+00:00,0,1,,,3,3,4.00,0.25,12.00,0.00,0.00,3,24.00,6.00,0.25,5,0,1,5,4,0,3,2,1lclcmxp,,,,,,,,0
12,c6iaosn3,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.921975+00:00,0,1,,,4,3,6.00,0.35,10.00,0.00,0.00,3,24.00,6.00,0.25,5,0,1,5,4,0,3,2,1lclcmxp,,,,,,,,0
13,i64z0dtd,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.944393+00:00,0,1,,,1,3,7.00,0.45,6.25,0.00,0.00,4,13.00,3.25,0.25,5,0,1,5,4,0,3,2,1lclcmxp,,,,,,,,0
14,ws2ngm1z,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.968857+00:00,0,1,,,2,3,2.00,0.45,11.25,0.00,0.00,4,13.00,3.25,0.25,5,0,1,5,4,0,3,2,1lclcmxp,,,,,,,,0
15,8icadar0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.993585+00:00,0,1,,,3,3,2.00,0.15,11.25,0.00,0.00,4,13.00,3.25,0.25,5,0,1,5,4,0,3,2,1lclcmxp,,,,,,,,0
16,mjtcrdzl,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:36.016039+00:00,0,1,,,4,3,2.00,0.25,11.25,0.00,0.00,4,13.00,3.25,0.25,5,0,1,5,4,0,3,2,1lclcmxp,,,,,,,,0
1,5dgk7tlt,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.648478+00:00,0,1,,,1,3,8.00,0.15,9.00,0.00,0.00,1,28.00,7.00,0.25,6,0,1,6,4,0,3,2,1lclcmxp,,,,,,,,0
2,2xak4iwm,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.672453+00:00,0,1,,,2,3,1.00,0.45,16.00,0.00,0.00,1,28.00,7.00,0.25,6,0,1,6,4,0,3,2,1lclcmxp,,,,,,,,0
3,n0jcwjfh,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.697999+00:00,0,1,,,3,3,9.00,0.45,8.00,0.00,0.00,1,28.00,7.00,0.25,6,0,1,6,4,0,3,2,1lclcmxp,,,,,,,,0
4,olv9oro0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.724998+00:00,0,1,,,4,3,10.00,0.45,7.00,0.00,0.00,1,28.00,7.00,0.25,6,0,1,6,4,0,3,2,1lclcmxp,,,,,,,,0
5,9u28gdiw,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.747465+00:00,0,1,,,1,3,5.00,0.15,10.75,0.00,0.00,2,23.00,5.75,0.25,6,0,1,6,4,0,3,2,1lclcmxp,,,,,,,,0
6,yuzphkcv,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.771314+00:00,0,1,,,2,3,9.00,0.05,6.75,0.00,0.00,2,23.00,5.75,0.25,6,0,1,6,4,0,3,2,1lclcmxp,,,,,,,,0
7,0vp2bxen,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.795286+00:00,0,1,,,3,3,5.00,0.05,10.75,0.00,0.00,2,23.00,5.75,0.25,6,0,1,6,4,0,3,2,1lclcmxp,,,,,,,,0
8,hnkqeo3i,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.818804+00:00,0,1,,,4,3,4.00,0.25,11.75,0.00,0.00,2,23.00,5.75,0.25,6,0,1,6,4,0,3,2,1lclcmxp,,,,,,,,0
9,r2ka0rkk,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.844847+00:00,0,1,,,1,3,5.00,0.05,9.25,0.00,0.00,3,17.00,4.25,0.25,6,0,1,6,4,0,3,2,1lclcmxp,,,,,,,,0
10,1umsh79f,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.869999+00:00,0,1,,,2,3,4.00,0.45,10.25,0.00,0.00,3,17.00,4.25,0.25,6,0,1,6,4,0,3,2,1lclcmxp,,,,,,,,0
11,5scuqsws,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.897391+00:00,0,1,,,3,3,3.00,0.25,11.25,0.00,0.00,3,17.00,4.25,0.25,6,0,1,6,4,0,3,2,1lclcmxp,,,,,,,,0
12,c6iaosn3,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.921975+00:00,0,1,,,4,3,5.00,0.35,9.25,0.00,0.00,3,17.00,4.25,0.25,6,0,1,6,4,0,3,2,1lclcmxp,,,,,,,,0
13,i64z0dtd,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.944393+00:00,0,1,,,1,3,7.00,0.45,10.25,0.00,0.00,4,29.00,7.25,0.25,6,0,1,6,4,0,3,2,1lclcmxp,,,,,,,,0
14,ws2ngm1z,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.968857+00:00,0,1,,,2,3,9.00,0.45,8.25,0.00,0.00,4,29.00,7.25,0.25,6,0,1,6,4,0,3,2,1lclcmxp,,,,,,,,0
15,8icadar0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.993585+00:00,0,1,,,3,3,10.00,0.15,7.25,0.00,0.00,4,29.00,7.25,0.25,6,0,1,6,4,0,3,2,1lclcmxp,,,,,,,,0
