participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.exclude_from_data_analysis,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,player.id_in_group,player.treatment,player.contribution,player.signal,player.hypothetical_points,player.payoff,group.id_in_subsession,group.total_contribution,group.individual_share,group.efficiency_rate,subsession.round_number,session.code,session.label,session.experimenter_name,session.time_scheduled,session.time_started,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
4,olv9oro0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.724998+00:00,0,1,,,4,3,8.00,0.15,7.00,0.00,1,20.00,5.00,0.25,3,1lclcmxp,,,,,,,,0
5,9u28gdiw,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.747465+00:00,0,1,,,1,3,9.00,0.35,11.45,0.00,2,19.00,10.45,0.55,3,1lclcmxp,,,,,,,,0
6,yuzphkcv,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.771314+00:00,0,1,,,2,3,3.00,0.35,17.45,0.00,2,19.00,10.45,0.55,3,1lclcmxp,,,,,,,,0
7,0vp2bxen,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.795286+00:00,0,1,,,3,3,3.00,0.35,17.45,0.00,2,19.00,10.45,0.55,3,1lclcmxp,,,,,,,,0
8,hnkqeo3i,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.818804+00:00,0,1,,,4,3,4.00,0.55,16.45,0.00,2,19.00,10.45,0.55,3,1lclcmxp,,,,,,,,0
9,r2ka0rkk,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.844847+00:00,0,1,,,1,3,5.00,0.15,10.75,0.00,3,23.00,5.75,0.25,3,1lclcmxp,,,,,,,,0
10,1umsh79f,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.869999+00:00,0,1,,,2,3,7.00,0.25,8.75,0.00,3,23.00,5.75,0.25,3,1lclcmxp,,,,,,,,0
11,5scuqsws,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.897391+00:00,0,1,,,3,3,6.00,0.25,9.75,0.00,3,23.00,5.75,0.25,3,1lclcmxp,,,,,,,,0
12,c6iaosn3,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.921975+00:00,0,1,,,4,3,5.00,0.05,10.75,0.00,3,23.00,5.75,0.25,3,1lclcmxp,,,,,,,,0
13,i64z0dtd,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.944393+00:00,0,1,,,1,3,0.00,0.05,12.00,0.00,4,8.00,2.00,0.25,3,1lclcmxp,,,,,,,,0
14,ws2ngm1z,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.968857+00:00,0,1,,,2,3,0.00,0.05,12.00,0.00,4,8.00,2.00,0.25,3,1lclcmxp,,,,,,,,0
15,8icadar0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.993585+00:00,0,1,,,3,3,7.00,0.15,5.00,0.00,4,8.00,2.00,0.25,3,1lclcmxp,,,,,,,,0
16,mjtcrdzl,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:36.016039+00:00,0,1,,,4,3,1.00,0.35,11.00,0.00,4,8.00,2.00,0.25,3,1lclcmxp,,,,,,,,0
1,5dgk7tlt,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.648478+00:00,0,1,,,1,3,6.00,0.75,27.75,0.00,1,25.00,23.75,0.95,4,1lclcmxp,,,,,,,,0
2,2xak4iwm,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.672453+00:00,0,1,,,2,3,6.00,0.95,27.75,0.00,1,25.00,23.75,0.95,4,1lclcmxp,,,,,,,,0
3,n0jcwjfh,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.697999+00:00,0,1,,,3,3,9.00,1.15,24.75,0.00,1,25.00,23.75,0.95,4,1lclcmxp,,,,,,,,0
4,olv9oro0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.724998+00:00,0,1,,,4,3,4.00,1.05,29.75,0.00,1,25.00,23.75,0.95,4,1lclcmxp,,,,,,,,0
5,9u28gdiw,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.747465+00:00,0,1,,,1,3,5.00,0.75,20.95,0.00,2,29.00,15.95,0.55,4,1lclcmxp,,,,,,,,0
6,yuzphkcv,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.771314+00:00,0,1,,,2,3,9.00,0.75,16.95,0.00,2,29.00,15.95,0.55,4,1lclcmxp,,,,,,,,0
7,0vp2bxen,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.795286+00:00,0,1,,,3,3,6.00,0.45,19.95,0.00,2,29.00,15.95,0.55,4,1lclcmxp,,,,,,,,0
8,hnkqeo3i,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.818804+00:00,0,1,,,4,3,9.00,0.75,16.95,0.00,2,29.00,15.95,0.55,4,1lclcmxp,,,,,,,,0
9,r2ka0rkk,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.844847+00:00,0,1,,,1,3,0.00,0.35,18.25,0.00,3,15.00,8.25,0.55,4,1lclcmxp,,,,,,,,0
10,1umsh79f,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.869999+00:00,0,1,,,2,3,8.00,0.75,10.25,0.00,3,15.00,8.25,0.55,4,1lclcmxp,,,,,,,,0
11,5scuqsws,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.897391+00:00,0,1,,,3,3,5.00,0.55,13.25,0.00,3,15.00,8.25,0.55,4,1lclcmxp,,,,,,,,0
12,c6iaosn3,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.921975+00:00,0,1,,,4,3,2.00,0.45,16.25,0.00,3,15.00,8.25,0.55,4,1lclcmxp,,,,,,,,0
13,i64z0dtd,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.944393+00:00,0,1,,,1,3,1.00,1.05,20.40,0.00,4,12.00,11.40,0.95,4,1lclcmxp,,,,,,,,0
14,ws2ngm1z,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.968857+00:00,0,1,,,2,3,8.00,1.05,13.40,0.00,4,12.00,11.40,0.95,4,1lclcmxp,,,,,,,,0
15,8icadar0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:35.993585+00:00,0,1,,,3,3,0.00,0.85,21.40,0.00,4,12.00,11.40,0.95,4,1lclcmxp,,,,,,,,0
16,mjtcrdzl,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-11 20:36:36.016039+00:00,0,1,,,4,3,3.00,0.75,18.40,0.00,4,12.00,11.40,0.95,4,1lclcmxp,,,,,,,,0
