participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.exclude_from_data_analysis,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,player.id_in_group,player.treatment,player.contribution,player.signal,player.hypothetical_points,player.points,player.payoff,group.id_in_subsession,group.total_contribution,group.individual_share,group.efficiency_rate,subsession.round_number,subsession.paying_game,subsession.game_number,subsession.game_round,subsession.mpcr_order,subsession.varied_mpcr_game,subsession.treatment,subsession.signalVariance,session.code,session.label,session.experimenter_name,session.time_scheduled,session.time_started,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
16,mbzomjf9,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.874061+00:00,0,1,,,4,3,5.00,0.45,10.00,0.00,0.00,4,20.00,5.00,0.25,1,0,1,1,4,0,3,2,ol91bo8g,,,,,,,,0
1,svmk2646,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.658391+00:00,0,1,,,1,3,10.00,0.15,8.75,0.00,0.00,1,35.00,8.75,0.25,2,0,1,2,4,0,3,2,ol91bo8g,,,,,,,,0
2,uc7o4q70,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.673678+00:00,0,1,,,2,3,8.00,0.15,10.75,0.00,0.00,1,35.00,8.75,0.25,2,0,1,2,4,0,3,2,ol91bo8g,,,,,,,,0
3,grkvuavy,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.687613+00:00,0,1,,,3,3,9.00,0.35,9.75,0.00,0.00,1,35.00,8.75,0.25,2,0,1,2,4,0,3,2,ol91bo8g,,,,,,,,0
4,ony2ei2u,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.701693+00:00,0,1,,,4,3,8.00,0.15,10.75,0.00,0.00,1,35.00,8.75,0.25,2,0,1,2,4,0,3,2,ol91bo8g,,,,,,,,0
5,s4w1wtig,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.716116+00:00,0,1,,,1,3,8.00,0.25,8.00,0.00,0.00,2,24.00,6.00,0.25,2,0,1,2,4,0,3,2,ol91bo8g,,,,,,,,0
6,kkwfq8rf,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.730331+00:00,0,1,,,2,3,4.00,0.15,12.00,0.00,0.00,2,24.00,6.00,0.25,2,0,1,2,4,0,3,2,ol91bo8g,,,,,,,,0
7,snungks9,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.744319+00:00,0,1,,,3,3,10.00,0.35,6.00,0.00,0.00,2,24.00,6.00,0.25,2,0,1,2,4,0,3,2,ol91bo8g,,,,,,,,0
8,c7lkisia,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.758235+00:00,0,1,,,4,3,2.00,0.45,14.00,0.00,0.00,2,24.00,6.00,0.25,2,0,1,2,4,0,3,2,ol91bo8g,,,,,,,,0
9,ydn4gnu6,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.772309+00:00,0,1,,,1,3,3.00,0.25,11.50,0.00,0.00,3,18.00,4.50,0.25,2,0,1,2,4,0,3,2,ol91bo8g,,,,,,,,0
10,3eowy5mx,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.786158+00:00,0,1,,,2,3,5.00,0.15,9.50,0.00,0.00,3,18.00,4.50,0.25,2,0,1,2,4,0,3,2,ol91bo8g,,,,,,,,0
11,7a2hqrzd,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.800159+00:00,0,1,,,3,3,0.00,0.05,14.50,0.00,0.00,3,18.00,4.50,0.25,2,0,1,2,4,0,3,2,ol91bo8g,,,,,,,,0
12,dt16a83h,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.814471+00:00,0,1,,,4,3,10.00,0.15,4.50,0.00,0.00,3,18.00,4.50,0.25,2,0,1,2,4,0,3,2,ol91bo8g,,,,,,,,0
13,givpg9ul,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.831714+00:00,0,1,,,1,3,3.00,0.45,11.25,0.00,0.00,4,17.00,4.25,0.25,2,0,1,2,4,0,3,2,ol91bo8g,,,,,,,,0
14,vf5s5n55,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.846186+00:00,0,1,,,2,3,1.00,0.05,13.25,0.00,0.00,4,17.00,4.25,0.25,2,0,1,2,4,0,3,2,ol91bo8g,,,,,,,,0
15,5ydkohrq,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.860203+00:00,0,1,,,3,3,8.00,0.15,6.25,0.00,0.00,4,17.00,4.25,0.25,2,0,1,2,4,0,3,2,ol91bo8g,,,,,,,,0
16,mbzomjf9,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.874061+00:00,0,1,,,4,3,5.00,0.45,9.25,0.00,0.00,4,17.00,4.25,0.25,2,0,1,2,4,0,3,2,ol91bo8g,,,,,,,,0
1,svmk2646,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.658391+00:00,0,1,,,1,3,3.00,0.15,10.75,0.00,0.00,1,15.00,3.75,0.25,3,0,1,3,4,0,3,2,ol91bo8g,,,,,,,,0
2,uc7o4q70,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.673678+00:00,0,1,,,2,3,3.00,0.15,10.75,0.00,0.00,1,15.00,3.75,0.25,3,0,1,3,4,0,3,2,ol91bo8g,,,,,,,,0
3,grkvuavy,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.687613+00:00,0,1,,,3,3,0.00,0.35,13.75,0.00,0.00,1,15.00,3.75,0.25,3,0,1,3,4,0,3,2,ol91bo8g,,,,,,,,0
4,ony2ei2u,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.701693+00:00,0,1,,,4,3,9.00,0.15,4.75,0.00,0.00,1,15.00,3.75,0.25,3,0,1,3,4,0,3,2,ol91bo8g,,,,,,,,0
5,s4w1wtig,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.716116+00:00,0,1,,,1,3,7.00,0.25,8.75,0.00,0.00,2,23.00,5.75,0.25,3,0,1,3,4,0,3,2,ol91bo8g,,,,,,,,0
6,kkwfq8rf,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.730331+00:00,0,1,,,2,3,6.00,0.15,9.75,0.00,0.00,2,23.00,5.75,0.25,3,0,1,3,4,0,3,2,ol91bo8g,,,,,,,,0
7,snungks9,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.744319+00:00,0,1,,,3,3,8.00,0.35,7.75,0.00,0.00,2,23.00,5.75,0.25,3,0,1,3,4,0,3,2,ol91bo8g,,,,,,,,0
8,c7lkisia,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.758235+00:00,0,1,,,4,3,2.00,0.45,13.75,0.00,0.00,2,23.00,5.75,0.25,3,0,1,3,4,0,3,2,ol91bo8g,,,,,,,,0
9,ydn4gnu6,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.772309+00:00,0,1,,,1,3,3.00,0.25,12.50,0.00,0.00,3,22.00,5.50,0.25,3,0,1,3,4,0,3,2,ol91bo8g,,,,,,,,0
10,3eowy5mx,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.786158+00:00,0,1,,,2,3,7.00,0.15,8.50,0.00,0.00,3,22.00,5.50,0.25,3,0,1,3,4,0,3,2,ol91bo8g,,,,,,,,0
11,7a2hqrzd,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.800159+00:00,0,1,,,3,3,8.00,0.05,7.50,0.00,0.00,3,22.00,5.50,0.25,3,0,1,3,4,0,3,2,ol91bo8g,,,,,,,,0
12,dt16a83h,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.814471+00:00,0,1,,,4,3,4.00,0.15,11.50,0.00,0.00,3,22.00,5.50,0.25,3,0,1,3,4,0,3,2,ol91bo8g,,,,,,,,0
13,givpg9ul,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.831714+00:00,0,1,,,1,3,1.00,0.45,12.75,0.00,0.00,4,15.00,3.75,0.25,3,0,1,3,4,0,3,2,ol91bo8g,,,,,,,,0
14,vf5s5n55,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.846186+00:00,0,1,,,2,3,4.00,0.05,9.75,0.00,0.00,4,15.00,3.75,0.25,3,0,1,3,4,0,3,2,ol91bo8g,,,,,,,,0
15,5ydkohrq,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.860203+00:00,0,1,,,3,3,10.00,0.15,3.75,0.00,0.00,4,15.00,3.75,0.25,3,0,1,3,4,0,3,2,ol91bo8g,,,,,,,,0
16,mbzomjf9,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.874061+00:00,0,1,,,4,3,0.00,0.45,13.75,0.00,0.00,4,15.00,3.75,0.25,3,0,1,3,4,0,3,2,ol91bo8g,,,,,,,,0
1,svmk2646,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.658391+00:00,0,1,,,1,3,2.00,0.15,14.00,0.00,0.00,1,24.00,6.00,0.25,4,0,1,4,4,0,3,2,ol91bo8g,,,,,,,,0
2,uc7o4q70,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.673678+00:00,0,1,,,2,3,9.00,0.15,7.00,0.00,0.00,1,24.00,6.00,0.25,4,0,1,4,4,0,3,2,ol91bo8g,,,,,,,,0
3,grkvuavy,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.687613+00:00,0,1,,,3,3,8.00,0.35,8.00,0.00,0.00,1,24.00,6.00,0.25,4,0,1,4,4,0,3,2,ol91bo8g,,,,,,,,0
4,ony2ei2u,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.701693+00:00,0,1,,,4,3,5.00,0.15,11.00,0.00,0.00,1,24.00,6.00,0.25,4,0,1,4,4,0,3,2,ol91bo8g,,,,,,,,0
5,s4w1wtig,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.716116+00:00,0,1,,,1,3,8.00,0.25,6.50,0.00,0.00,2,18.00,4.50,0.25,4,0,1,4,4,0,3,2,ol91bo8g,,,,,,,,0
6,kkwfq8rf,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.730331+00:00,0,1,,,2,3,1.00,0.15,13.50,0.00,0.00,2,18.00,4.50,0.25,4,0,1,4,4,0,3,2,ol91bo8g,,,,,,,,0
7,snungks9,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.744319+00:00,0,1,,,3,3,4.00,0.35,10.50,0.00,0.00,2,18.00,4.50,0.25,4,0,1,4,4,0,3,2,ol91bo8g,,,,,,,,0
8,c7lkisia,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.758235+00:00,0,1,,,4,3,5.00,0.45,9.50,0.00,0.00,2,18.00,4.50,0.25,4,0,1,4,4,0,3,2,ol91bo8g,,,,,,,,0
9,ydn4gnu6,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.772309+00:00,0,1,,,1,3,8.00,0.25,5.00,0.00,0.00,3,12.00,3.00,0.25,4,0,1,4,4,0,3,2,ol91bo8g,,,,,,,,0
10,3eowy5mx,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.786158+00:00,0,1,,,2,3,1.00,0.15,12.00,0.00,0.00,3,12.00,3.00,0.25,4,0,1,4,4,0,3,2,ol91bo8g,,,,,,,,0
11,7a2hqrzd,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.800159+00:00,0,1,,,3,3,2.00,0.05,11.00,0.00,0.00,3,12.00,3.00,0.25,4,0,1,4,4,0,3,2,ol91bo8g,,,,,,,,0
12,dt16a83h,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.814471+00:00,0,1,,,4,3,1.00,0.15,12.00,0.00,0.00,3,12.00,3.00,0.25,4,0,1,4,4,0,3,2,ol91bo8g,,,,,,,,0
13,givpg9ul,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.831714+00:00,0,1,,,1,3,8.00,0.45,9.75,0.00,0.00,4,31.00,7.75,0.25,4,0,1,4,4,0,3,2,ol91bo8g,,,,,,,,0
14,vf5s5n55,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.846186+00:00,0,1,,,2,3,4.00,0.05,13.75,0.00,0.00,4,31.00,7.75,0.25,4,0,1,4,4,0,3,2,ol91bo8g,,,,,,,,0
15,5ydkohrq,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.860203+00:00,0,1,,,3,3,9.00,0.15,8.75,0.00,0.00,4,31.00,7.75,0.25,4,0,1,4,4,0,3,2,ol91bo8g,,,,,,,,0
16,mbzomjf9,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.874061+00:00,0,1,,,4,3,10.00,0.45,7.75,0.00,0.00,4,31.00,7.75,0.25,4,0,1,4,4,0,3,2,ol91bo8g,,,,,,,,0
1,svmk2646,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.658391+00:00,0,1,,,1,3,4.00,0.15,9.50,0.00,0.00,1,14.00,3.50,0.25,5,0,1,5,4,0,3,2,ol91bo8g,,,,,,,,0
2,uc7o4q70,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.673678+00:00,0,1,,,2,3,0.00,0.15,13.50,0.00,0.00,1,14.00,3.50,0.25,5,0,1,5,4,0,3,2,ol91bo8g,,,,,,,,0
3,grkvuavy,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.687613+00:00,0,1,,,3,3,10.00,0.35,3.50,0.00,0.00,1,14.00,3.50,0.25,5,0,1,5,4,0,3,2,ol91bo8g,,,,,,,,0
4,ony2ei2u,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.701693+00:00,0,1,,,4,3,0.00,0.15,13.50,0.00,0.00,1,14.00,3.50,0.25,5,0,1,5,4,0,3,2,ol91bo8g,,,,,,,,0
5,s4w1wtig,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.716116+00:00,0,1,,,1,3,10.00,0.25,4.50,0.00,0.00,2,18.00,4.50,0.25,5,0,1,5,4,0,3,2,ol91bo8g,,,,,,,,0
6,kkwfq8rf,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.730331+00:00,0,1,,,2,3,1.00,0.15,13.50,0.00,0.00,2,18.00,4.50,0.25,5,0,1,5,4,0,3,2,ol91bo8g,,,,,,,,0
7,snungks9,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.744319+00:00,0,1,,,3,3,2.00,0.35,12.50,0.00,0.00,2,18.00,4.50,0.25,5,0,1,5,4,0,3,2,ol91bo8g,,,,,,,,0
8,c7lkisia,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.758235+00:00,0,1,,,4,3,5.00,0.45,9.50,0.00,0.00,2,18.00,4.50,0.25,5,0,1,5,4,0,3,2,ol91bo8g,,,,,,,,0
9,ydn4gnu6,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.772309+00:00,0,1,,,1,3,6.00,0.25,9.25,0.00,0.00,3,21.00,5.25,0.25,5,0,1,5,4,0,3,2,ol91bo8g,,,,,,,,0
10,3eowy5mx,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.786158+00:00,0,1,,,2,3,3.00,0.15,12.25,0.00,0.00,3,21.00,5.25,0.25,5,0,1,5,4,0,3,2,ol91bo8g,,,,,,,,0
11,7a2hqrzd,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.800159+00:00,0,1,,,3,3,5.00,0.05,10.25,0.00,0.00,3,21.00,5.25,0.25,5,0,1,5,4,0,3,2,ol91bo8g,,,,,,,,0
12,dt16a83h,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.814471+00:00,0,1,,,4,3,7.00,0.15,8.25,0.00,0.00,3,21.00,5.25,0.25,5,0,1,5,4,0,3,2,ol91bo8g,,,,,,,,0
13,givpg9ul,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.831714+00:00,0,1,,,1,3,0.00,0.45,13.75,0.00,0.00,4,15.00,3.75,0.25,5,0,1,5,4,0,3,2,ol91bo8g,,,,,,,,0
14,vf5s5n55,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.846186+00:00,0,1,,,2,3,10.00,0.05,3.75,0.00,0.00,4,15.00,3.75,0.25,5,0,1,5,4,0,3,2,ol91bo8g,,,,,,,,0
15,5ydkohrq,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.860203+00:00,0,1,,,3,3,1.00,0.15,12.75,0.00,0.00,4,15.00,3.75,0.25,5,0,1,5,4,0,3,2,ol91bo8g,,,,,,,,0
16,mbzomjf9,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.874061+00:00,0,1,,,4,3,4.00,0.45,9.75,0.00,0.00,4,15.00,3.75,0.25,5,0,1,5,4,0,3,2,ol91bo8g,,,,,,,,0
1,svmk2646,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.658391+00:00,0,1,,,1,3,3.00,0.15,13.75,0.00,0.00,1,27.00,6.75,0.25,6,0,1,6,4,0,3,2,ol91bo8g,,,,,,,,0
2,uc7o4q70,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.673678+00:00,0,1,,,2,3,6.00,0.15,10.75,0.00,0.00,1,27.00,6.75,0.25,6,0,1,6,4,0,3,2,ol91bo8g,,,,,,,,0
3,grkvuavy,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.687613+00:00,0,1,,,3,3,8.00,0.35,8.75,0.00,0.00,1,27.00,6.75,0.25,6,0,1,6,4,0,3,2,ol91bo8g,,,,,,,,0
4,ony2ei2u,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.701693+00:00,0,1,,,4,3,10.00,0.15,6.75,0.00,0.00,1,27.00,6.75,0.25,6,0,1,6,4,0,3,2,ol91bo8g,,,,,,,,0
5,s4w1wtig,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.716116+00:00,0,1,,,1,3,4.00,0.25,12.75,0.00,0.00,2,27.00,6.75,0.25,6,0,1,6,4,0,3,2,ol91bo8g,,,,,,,,0
6,kkwfq8rf,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.730331+00:00,0,1,,,2,3,8.00,0.15,8.75,0.00,0.00,2,27.00,6.75,0.25,6,0,1,6,4,0,3,2,ol91bo8g,,,,,,,,0
7,snungks9,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.744319+00:00,0,1,,,3,3,9.00,0.35,7.75,0.00,0.00,2,27.00,6.75,0.25,6,0,1,6,4,0,3,2,ol91bo8g,,,,,,,,0
8,c7lkisia,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.758235+00:00,0,1,,,4,3,6.00,0.45,10.75,0.00,0.00,2,27.00,6.75,0.25,6,0,1,6,4,0,3,2,ol91bo8g,,,,,,,,0
9,ydn4gnu6,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.772309+00:00,0,1,,,1,3,2.00,0.25,13.75,0.00,0.00,3,23.00,5.75,0.25,6,0,1,6,4,0,3,2,ol91bo8g,,,,,,,,0
10,3eowy5mx,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.786158+00:00,0,1,,,2,3,10.00,0.15,5.75,0.00,0.00,3,23.00,5.75,0.25,6,0,1,6,4,0,3,2,ol91bo8g,,,,,,,,0
11,7a2hqrzd,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.800159+00:00,0,1,,,3,3,9.00,0.05,6.75,0.00,0.00,3,23.00,5.75,0.25,6,0,1,6,4,0,3,2,ol91bo8g,,,,,,,,0
12,dt16a83h,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.814471+00:00,0,1,,,4,3,2.00,0.15,13.75,0.00,0.00,3,23.00,5.75,0.25,6,0,1,6,4,0,3,2,ol91bo8g,,,,,,,,0
13,givpg9ul,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.831714+00:00,0,1,,,1,3,6.00,0.45,8.75,0.00,0.00,4,19.00,4.75,0.25,6,0,1,6,4,0,3,2,ol91bo8g,,,,,,,,0
14,vf5s5n55,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.846186+00:00,0,1,,,2,3,4.00,0.05,10.75,0.00,0.00,4,19.00,4.75,0.25,6,0,1,6,4,0,3,2,ol91bo8g,,,,,,,,0
15,5ydkohrq,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 16:29:39.860203+00:00,0,1,,,3,3,6.00,0.15,8.75,0.00,0.00,4,19.00,4.75,0.25,6,0,1,6,4,0,3,2,ol91bo8g,,,,,,,,0
