participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.exclude_from_data_analysis,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,player.id_in_group,player.treatment,player.contribution,player.signal,player.round_points,player.points,player.payoff,group.id_in_subsession,group.total_contribution,group.individual_share,group.efficiency_rate,subsession.round_number,subsession.paying_game,subsession.game_number,subsession.game_round,subsession.mpcr_order,subsession.variable_mpcr_game,subsession.fixed_mpcr_game,subsession.treatment,subsession.app_label,session.code,session.label,session.experimenter_name,session.time_scheduled,session.time_started,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
11,22oqj9el,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.865628+00:00,0,1,,,3,3,3.00,1.05,20.30,0.00,0.00,3,14.00,13.30,0.95,1,0,1,1,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
12,zv55rji3,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.879962+00:00,0,1,,,4,3,5.00,0.95,18.30,0.00,0.00,3,14.00,13.30,0.95,1,0,1,1,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
13,xcu37uhb,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.894499+00:00,0,1,,,1,3,6.00,0.85,12.55,0.00,0.00,4,9.00,8.55,0.95,1,0,1,1,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
14,86jcqe8c,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.908974+00:00,0,1,,,2,3,0.00,0.85,18.55,0.00,0.00,4,9.00,8.55,0.95,1,0,1,1,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
15,djbiqgum,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.924781+00:00,0,1,,,3,3,3.00,0.85,15.55,0.00,0.00,4,9.00,8.55,0.95,1,0,1,1,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
16,2e7jg6vr,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.940761+00:00,0,1,,,4,3,0.00,0.95,18.55,0.00,0.00,4,9.00,8.55,0.95,1,0,1,1,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
1,9149lsj5,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.716524+00:00,0,1,,,1,3,4.00,0.85,27.85,0.00,0.00,1,23.00,21.85,0.95,2,0,1,2,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
2,7is5fg31,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.732465+00:00,0,1,,,2,3,3.00,0.75,28.85,0.00,0.00,1,23.00,21.85,0.95,2,0,1,2,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
3,3etu3h1d,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.746619+00:00,0,1,,,3,3,7.00,0.75,24.85,0.00,0.00,1,23.00,21.85,0.95,2,0,1,2,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
4,qj0n8xqo,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.760922+00:00,0,1,,,4,3,9.00,0.75,22.85,0.00,0.00,1,23.00,21.85,0.95,2,0,1,2,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
5,sa60vwaj,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.775393+00:00,0,1,,,1,3,1.00,1.15,24.20,0.00,0.00,2,16.00,15.20,0.95,2,0,1,2,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
6,0awp4nkq,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.790271+00:00,0,1,,,2,3,8.00,0.85,17.20,0.00,0.00,2,16.00,15.20,0.95,2,0,1,2,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
7,vnzp9sdo,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.805213+00:00,0,1,,,3,3,6.00,1.15,19.20,0.00,0.00,2,16.00,15.20,0.95,2,0,1,2,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
8,wy6xlwky,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.821368+00:00,0,1,,,4,3,1.00,0.95,24.20,0.00,0.00,2,16.00,15.20,0.95,2,0,1,2,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
9,s7l98gpb,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.836142+00:00,0,1,,,1,3,8.00,1.05,19.10,0.00,0.00,3,18.00,17.10,0.95,2,0,1,2,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
10,ez0x3ub9,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.850818+00:00,0,1,,,2,3,3.00,0.85,24.10,0.00,0.00,3,18.00,17.10,0.95,2,0,1,2,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
11,22oqj9el,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.865628+00:00,0,1,,,3,3,1.00,1.05,26.10,0.00,0.00,3,18.00,17.10,0.95,2,0,1,2,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
12,zv55rji3,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.879962+00:00,0,1,,,4,3,6.00,0.95,21.10,0.00,0.00,3,18.00,17.10,0.95,2,0,1,2,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
13,xcu37uhb,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.894499+00:00,0,1,,,1,3,0.00,0.85,32.80,0.00,0.00,4,24.00,22.80,0.95,2,0,1,2,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
14,86jcqe8c,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.908974+00:00,0,1,,,2,3,8.00,0.85,24.80,0.00,0.00,4,24.00,22.80,0.95,2,0,1,2,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
15,djbiqgum,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.924781+00:00,0,1,,,3,3,8.00,0.85,24.80,0.00,0.00,4,24.00,22.80,0.95,2,0,1,2,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
16,2e7jg6vr,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.940761+00:00,0,1,,,4,3,8.00,0.95,24.80,0.00,0.00,4,24.00,22.80,0.95,2,0,1,2,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
1,9149lsj5,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.716524+00:00,0,1,,,1,3,7.00,0.85,21.05,0.00,0.00,1,19.00,18.05,0.95,3,0,1,3,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
2,7is5fg31,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.732465+00:00,0,1,,,2,3,3.00,0.75,25.05,0.00,0.00,1,19.00,18.05,0.95,3,0,1,3,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
3,3etu3h1d,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.746619+00:00,0,1,,,3,3,4.00,0.75,24.05,0.00,0.00,1,19.00,18.05,0.95,3,0,1,3,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
4,qj0n8xqo,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.760922+00:00,0,1,,,4,3,5.00,0.75,23.05,0.00,0.00,1,19.00,18.05,0.95,3,0,1,3,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
5,sa60vwaj,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.775393+00:00,0,1,,,1,3,6.00,1.15,22.05,0.00,0.00,2,19.00,18.05,0.95,3,0,1,3,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
6,0awp4nkq,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.790271+00:00,0,1,,,2,3,1.00,0.85,27.05,0.00,0.00,2,19.00,18.05,0.95,3,0,1,3,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
7,vnzp9sdo,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.805213+00:00,0,1,,,3,3,7.00,1.15,21.05,0.00,0.00,2,19.00,18.05,0.95,3,0,1,3,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
8,wy6xlwky,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.821368+00:00,0,1,,,4,3,5.00,0.95,23.05,0.00,0.00,2,19.00,18.05,0.95,3,0,1,3,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
9,s7l98gpb,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.836142+00:00,0,1,,,1,3,8.00,1.05,18.15,0.00,0.00,3,17.00,16.15,0.95,3,0,1,3,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
10,ez0x3ub9,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.850818+00:00,0,1,,,2,3,0.00,0.85,26.15,0.00,0.00,3,17.00,16.15,0.95,3,0,1,3,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
11,22oqj9el,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.865628+00:00,0,1,,,3,3,1.00,1.05,25.15,0.00,0.00,3,17.00,16.15,0.95,3,0,1,3,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
12,zv55rji3,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.879962+00:00,0,1,,,4,3,8.00,0.95,18.15,0.00,0.00,3,17.00,16.15,0.95,3,0,1,3,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
13,xcu37uhb,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.894499+00:00,0,1,,,1,3,8.00,0.85,25.75,0.00,0.00,4,25.00,23.75,0.95,3,0,1,3,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
14,86jcqe8c,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.908974+00:00,0,1,,,2,3,3.00,0.85,30.75,0.00,0.00,4,25.00,23.75,0.95,3,0,1,3,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
15,djbiqgum,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.924781+00:00,0,1,,,3,3,8.00,0.85,25.75,0.00,0.00,4,25.00,23.75,0.95,3,0,1,3,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
16,2e7jg6vr,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.940761+00:00,0,1,,,4,3,6.00,0.95,27.75,0.00,0.00,4,25.00,23.75,0.95,3,0,1,3,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
1,9149lsj5,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.716524+00:00,0,1,,,1,3,3.00,0.85,22.20,0.00,0.00,1,16.00,15.20,0.95,4,0,1,4,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
2,7is5fg31,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.732465+00:00,0,1,,,2,3,7.00,0.75,18.20,0.00,0.00,1,16.00,15.20,0.95,4,0,1,4,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
3,3etu3h1d,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.746619+00:00,0,1,,,3,3,3.00,0.75,22.20,0.00,0.00,1,16.00,15.20,0.95,4,0,1,4,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
4,qj0n8xqo,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.760922+00:00,0,1,,,4,3,3.00,0.75,22.20,0.00,0.00,1,16.00,15.20,0.95,4,0,1,4,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
5,sa60vwaj,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.775393+00:00,0,1,,,1,3,4.00,1.15,26.90,0.00,0.00,2,22.00,20.90,0.95,4,0,1,4,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
6,0awp4nkq,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.790271+00:00,0,1,,,2,3,2.00,0.85,28.90,0.00,0.00,2,22.00,20.90,0.95,4,0,1,4,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
7,vnzp9sdo,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.805213+00:00,0,1,,,3,3,9.00,1.15,21.90,0.00,0.00,2,22.00,20.90,0.95,4,0,1,4,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
8,wy6xlwky,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.821368+00:00,0,1,,,4,3,7.00,0.95,23.90,0.00,0.00,2,22.00,20.90,0.95,4,0,1,4,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
9,s7l98gpb,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.836142+00:00,0,1,,,1,3,6.00,1.05,21.10,0.00,0.00,3,18.00,17.10,0.95,4,0,1,4,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
10,ez0x3ub9,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.850818+00:00,0,1,,,2,3,3.00,0.85,24.10,0.00,0.00,3,18.00,17.10,0.95,4,0,1,4,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
11,22oqj9el,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.865628+00:00,0,1,,,3,3,8.00,1.05,19.10,0.00,0.00,3,18.00,17.10,0.95,4,0,1,4,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
12,zv55rji3,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.879962+00:00,0,1,,,4,3,1.00,0.95,26.10,0.00,0.00,3,18.00,17.10,0.95,4,0,1,4,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
13,xcu37uhb,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.894499+00:00,0,1,,,1,3,5.00,0.85,32.55,0.00,0.00,4,29.00,27.55,0.95,4,0,1,4,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
14,86jcqe8c,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.908974+00:00,0,1,,,2,3,10.00,0.85,27.55,0.00,0.00,4,29.00,27.55,0.95,4,0,1,4,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
15,djbiqgum,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.924781+00:00,0,1,,,3,3,10.00,0.85,27.55,0.00,0.00,4,29.00,27.55,0.95,4,0,1,4,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
16,2e7jg6vr,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.940761+00:00,0,1,,,4,3,4.00,0.95,33.55,0.00,0.00,4,29.00,27.55,0.95,4,0,1,4,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
1,9149lsj5,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.716524+00:00,0,1,,,1,3,9.00,0.85,27.60,0.00,0.00,1,28.00,26.60,0.95,5,0,1,5,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
2,7is5fg31,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.732465+00:00,0,1,,,2,3,3.00,0.75,33.60,0.00,0.00,1,28.00,26.60,0.95,5,0,1,5,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
3,3etu3h1d,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.746619+00:00,0,1,,,3,3,8.00,0.75,28.60,0.00,0.00,1,28.00,26.60,0.95,5,0,1,5,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
4,qj0n8xqo,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.760922+00:00,0,1,,,4,3,8.00,0.75,28.60,0.00,0.00,1,28.00,26.60,0.95,5,0,1,5,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
5,sa60vwaj,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.775393+00:00,0,1,,,1,3,7.00,1.15,27.70,0.00,0.00,2,26.00,24.70,0.95,5,0,1,5,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
6,0awp4nkq,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.790271+00:00,0,1,,,2,3,4.00,0.85,30.70,0.00,0.00,2,26.00,24.70,0.95,5,0,1,5,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
7,vnzp9sdo,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.805213+00:00,0,1,,,3,3,7.00,1.15,27.70,0.00,0.00,2,26.00,24.70,0.95,5,0,1,5,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
8,wy6xlwky,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.821368+00:00,0,1,,,4,3,8.00,0.95,26.70,0.00,0.00,2,26.00,24.70,0.95,5,0,1,5,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
9,s7l98gpb,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.836142+00:00,0,1,,,1,3,6.00,1.05,15.40,0.00,0.00,3,12.00,11.40,0.95,5,0,1,5,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
10,ez0x3ub9,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.850818+00:00,0,1,,,2,3,2.00,0.85,19.40,0.00,0.00,3,12.00,11.40,0.95,5,0,1,5,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
11,22oqj9el,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.865628+00:00,0,1,,,3,3,0.00,1.05,21.40,0.00,0.00,3,12.00,11.40,0.95,5,0,1,5,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
12,zv55rji3,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.879962+00:00,0,1,,,4,3,4.00,0.95,17.40,0.00,0.00,3,12.00,11.40,0.95,5,0,1,5,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
13,xcu37uhb,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.894499+00:00,0,1,,,1,3,6.00,0.85,31.55,0.00,0.00,4,29.00,27.55,0.95,5,0,1,5,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
14,86jcqe8c,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.908974+00:00,0,1,,,2,3,8.00,0.85,29.55,0.00,0.00,4,29.00,27.55,0.95,5,0,1,5,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
15,djbiqgum,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.924781+00:00,0,1,,,3,3,10.00,0.85,27.55,0.00,0.00,4,29.00,27.55,0.95,5,0,1,5,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
16,2e7jg6vr,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.940761+00:00,0,1,,,4,3,5.00,0.95,32.55,0.00,0.00,4,29.00,27.55,0.95,5,0,1,5,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
1,9149lsj5,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.716524+00:00,0,1,,,1,3,9.00,0.85,23.80,0.00,0.00,1,24.00,22.80,0.95,6,0,1,6,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
2,7is5fg31,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.732465+00:00,0,1,,,2,3,8.00,0.75,24.80,0.00,0.00,1,24.00,22.80,0.95,6,0,1,6,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
3,3etu3h1d,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.746619+00:00,0,1,,,3,3,2.00,0.75,30.80,0.00,0.00,1,24.00,22.80,0.95,6,0,1,6,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
4,qj0n8xqo,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.760922+00:00,0,1,,,4,3,5.00,0.75,27.80,0.00,0.00,1,24.00,22.80,0.95,6,0,1,6,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
5,sa60vwaj,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.775393+00:00,0,1,,,1,3,7.00,1.15,25.80,0.00,0.00,2,24.00,22.80,0.95,6,0,1,6,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
6,0awp4nkq,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.790271+00:00,0,1,,,2,3,2.00,0.85,30.80,0.00,0.00,2,24.00,22.80,0.95,6,0,1,6,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
7,vnzp9sdo,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.805213+00:00,0,1,,,3,3,10.00,1.15,22.80,0.00,0.00,2,24.00,22.80,0.95,6,0,1,6,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
8,wy6xlwky,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.821368+00:00,0,1,,,4,3,5.00,0.95,27.80,0.00,0.00,2,24.00,22.80,0.95,6,0,1,6,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
9,s7l98gpb,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.836142+00:00,0,1,,,1,3,7.00,1.05,27.70,0.00,0.00,3,26.00,24.70,0.95,6,0,1,6,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
10,ez0x3ub9,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.850818+00:00,0,1,,,2,3,8.00,0.85,26.70,0.00,0.00,3,26.00,24.70,0.95,6,0,1,6,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
11,22oqj9el,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-02-07 16:01:33.865628+00:00,0,1,,,3,3,8.00,1.05,26.70,0.00,0.00,3,26.00,24.70,0.95,6,0,1,6,2,0,3,5,public_goods,b1n8pl1s,,,,,,,,0
