participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.exclude_from_data_analysis,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,player.id_in_group,player.treatment,player.contribution,player.signal,player.round_points,player.payoff,group.id_in_subsession,group.total_contribution,group.individual_share,group.efficiency_rate,subsession.round_number,subsession.app_label,session.code,session.label,session.experimenter_name,session.time_scheduled,session.time_started,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
5,t3cv1spd,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.720389+00:00,0,1,,,1,3,1.00,0.75,,0.00,2,17.00,9.35,0.55,3,training,g8a8f7pt,,,,,,,,0
6,0epaoca5,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.749538+00:00,0,1,,,2,3,5.00,0.75,,0.00,2,17.00,9.35,0.55,3,training,g8a8f7pt,,,,,,,,0
7,1zki37c6,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.772848+00:00,0,1,,,3,3,2.00,0.55,,0.00,2,17.00,9.35,0.55,3,training,g8a8f7pt,,,,,,,,0
8,67u964fi,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.794006+00:00,0,1,,,4,3,9.00,0.55,,0.00,2,17.00,9.35,0.55,3,training,g8a8f7pt,,,,,,,,0
9,7i26z53h,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.816016+00:00,0,1,,,1,3,0.00,0.95,,0.00,3,13.00,12.35,0.95,3,training,g8a8f7pt,,,,,,,,0
10,scek1yb0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.837580+00:00,0,1,,,2,3,3.00,0.75,,0.00,3,13.00,12.35,0.95,3,training,g8a8f7pt,,,,,,,,0
11,0w0hf5q0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.858434+00:00,0,1,,,3,3,8.00,0.95,,0.00,3,13.00,12.35,0.95,3,training,g8a8f7pt,,,,,,,,0
12,mzjbmxc3,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.879518+00:00,0,1,,,4,3,2.00,0.75,,0.00,3,13.00,12.35,0.95,3,training,g8a8f7pt,,,,,,,,0
13,cxs9ngxi,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.899907+00:00,0,1,,,1,3,3.00,0.65,,0.00,4,7.00,3.85,0.55,3,training,g8a8f7pt,,,,,,,,0
14,pcjuhc6z,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.920859+00:00,0,1,,,2,3,0.00,0.45,,0.00,4,7.00,3.85,0.55,3,training,g8a8f7pt,,,,,,,,0
15,uf1wb9sr,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.941374+00:00,0,1,,,3,3,1.00,0.65,,0.00,4,7.00,3.85,0.55,3,training,g8a8f7pt,,,,,,,,0
16,295zka6t,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.962157+00:00,0,1,,,4,3,3.00,0.65,,0.00,4,7.00,3.85,0.55,3,training,g8a8f7pt,,,,,,,,0
1,wjddc53u,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.634812+00:00,0,1,,,1,3,7.00,0.75,,0.00,1,27.00,14.85,0.55,4,training,g8a8f7pt,,,,,,,,0
2,tpnl3utb,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.656444+00:00,0,1,,,2,3,6.00,0.75,,0.00,1,27.00,14.85,0.55,4,training,g8a8f7pt,,,,,,,,0
3,84r5ikez,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.678671+00:00,0,1,,,3,3,8.00,0.35,,0.00,1,27.00,14.85,0.55,4,training,g8a8f7pt,,,,,,,,0
4,vohi22an,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.699226+00:00,0,1,,,4,3,6.00,0.35,,0.00,1,27.00,14.85,0.55,4,training,g8a8f7pt,,,,,,,,0
5,t3cv1spd,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.720389+00:00,0,1,,,1,3,4.00,0.85,,0.00,2,17.00,16.15,0.95,4,training,g8a8f7pt,,,,,,,,0
6,0epaoca5,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.749538+00:00,0,1,,,2,3,3.00,0.85,,0.00,2,17.00,16.15,0.95,4,training,g8a8f7pt,,,,,,,,0
7,1zki37c6,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.772848+00:00,0,1,,,3,3,4.00,0.95,,0.00,2,17.00,16.15,0.95,4,training,g8a8f7pt,,,,,,,,0
8,67u964fi,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.794006+00:00,0,1,,,4,3,6.00,0.85,,0.00,2,17.00,16.15,0.95,4,training,g8a8f7pt,,,,,,,,0
9,7i26z53h,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.816016+00:00,0,1,,,1,3,2.00,0.05,,0.00,3,14.00,3.50,0.25,4,training,g8a8f7pt,,,,,,,,0
10,scek1yb0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.837580+00:00,0,1,,,2,3,9.00,0.45,,0.00,3,14.00,3.50,0.25,4,training,g8a8f7pt,,,,,,,,0
11,0w0hf5q0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.858434+00:00,0,1,,,3,3,2.00,0.45,,0.00,3,14.00,3.50,0.25,4,training,g8a8f7pt,,,,,,,,0
12,mzjbmxc3,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.879518+00:00,0,1,,,4,3,1.00,0.25,,0.00,3,14.00,3.50,0.25,4,training,g8a8f7pt,,,,,,,,0
13,cxs9ngxi,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.899907+00:00,0,1,,,1,3,8.00,0.25,,0.00,4,25.00,6.25,0.25,4,training,g8a8f7pt,,,,,,,,0
14,pcjuhc6z,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.920859+00:00,0,1,,,2,3,2.00,0.15,,0.00,4,25.00,6.25,0.25,4,training,g8a8f7pt,,,,,,,,0
15,uf1wb9sr,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.941374+00:00,0,1,,,3,3,9.00,0.45,,0.00,4,25.00,6.25,0.25,4,training,g8a8f7pt,,,,,,,,0
16,295zka6t,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.962157+00:00,0,1,,,4,3,6.00,0.05,,0.00,4,25.00,6.25,0.25,4,training,g8a8f7pt,,,,,,,,0
